item_id,quantity
214531155,2
214531305,15
214531314,66
214531318,4
214531320,8
214531322,26
214531327,17
214531329,31
214531333,5
214531335,12
214531337,35
214531352,19
214531355,6
214531357,35
214531359,43
214531361,5
214531365,6
214531372,14
214531376,15
214531393,16
214531395,3
214531397,9
214531410,26
214531434,2
214531436,6
214531440,20
214531464,2
214531466,3
214531475,53
214531483,4
214531502,15
214531505,54
214531509,26
214531513,75
214531517,37
214531532,9
214531543,17
214531545,30
214531550,38
214531560,33
214531565,3
214531584,45
214531597,16
214531599,9
214531610,4
214531612,17
214531618,44
214531620,24
214531622,2
214531659,52
214531717,13
214531802,8
214531822,3
214531830,1
214531877,5
214531890,10
214531895,22
214531899,3
214531901,8
214531903,9
214531905,8
214531907,31
214531910,24
214531914,18
214531916,15
214531925,14
214531929,4
214531937,45
214531948,14
214531950,14
214531955,2
214531957,4
214531961,2
214531965,10
214531967,5
214531997,5
214532000,6
214532002,4
214532006,1
214532008,8
214532038,4
214532040,10
214532051,70
214532064,39
214532070,103
214532072,189
214532098,1
214532105,1
214532107,113
214532111,6
214532113,133
214532141,21
214532143,7
214532147,5
214532150,5
214532154,3
214532156,9
214532158,8
214532182,2
214532197,3
214532267,3
214532287,4
214532295,2
214532300,2
214532302,5
214532310,9
214532312,5
214532349,17
214532351,16
214532370,10
214532377,2
214532452,4
214532484,23
214532505,6
214532510,6
214532516,1
214532544,29
214532565,11
214532567,28
214532597,5
214532670,1
214532672,2
214532705,1
214532715,2
214532730,1
214532732,3
214532739,2
214532752,3
214532758,2
214532760,1
214532762,2
214532767,2
214532771,6
214532773,2
214532777,8
214532782,3
214532788,1
214532790,2
214532801,2
214532812,1
214532831,1
214532833,3
214532835,2
214532837,2
214532844,1
214532846,1
214532848,3
214532852,7
214532855,3
214532857,3
214532863,3
214532867,6
214532906,10
214532932,1
214532934,3
214532938,4
214532940,15
214532942,46
214532945,10
214532949,19
214532951,30
214532955,57
214532957,20
214532972,3
214532983,1
214533017,4
214533020,446
214533022,648
214533026,42
214533039,3
214533050,6
214533155,6
214533180,1
214533187,2
214533189,1
214533230,3
214533238,1
214533242,3
214533245,6
214533247,1
214533260,1
214533262,1
214533266,1
214533279,1
214533315,38
214533337,95
214533350,39
214533367,2
214533369,15
214533371,10
214533373,11
214533375,37
214533395,7
214533422,2
214533489,11
214533508,1
214533538,1
214533540,18
214533551,1
214533553,5
214533560,15
214533562,1
214533566,9
214533575,1
214533577,1
214533707,32
214533718,3
214533727,4
214533729,8
214533731,22
214533737,7
214533740,14
214533742,3
214533748,9
214533755,10
214533761,4
214533763,8
214533774,11
214533778,14
214533782,1
214533785,15
214533789,4
214533791,4
214533793,3
214533797,12
214533804,13
214533806,24
214533810,93
214533819,15
214533827,27
214533832,11
214533836,8
214534145,3
214534155,4
214534187,14
214534190,2
214534194,7
214534196,12
214534198,12
214534211,52
214534215,115
214534217,81
214534220,145
214534224,2
214534237,2
214534241,26
214534245,36
214534254,6
214534258,2
214534267,15
214534271,10
214534273,7
214534275,1
214534280,7
214534282,62
214534329,3
214534340,8
214534342,1
214534350,7
214534352,16
214534355,8
214534359,17
214534361,2
214534367,11
214534427,2
214534430,4
214534438,6
214534440,3
214534449,26
214534451,2
214534464,55
214534477,2
214534479,2
214534509,2
214534511,2
214534515,3
214534539,1
214534541,1
214534543,1
214534545,30
214534552,16
214534554,7
214534556,17
214534567,1
214534573,5
214534577,1
214534580,40
214534582,4
214534588,2
214534592,1
214534597,20
214534599,15
214534601,5
214534603,5
214534607,3
214534610,1
214534612,2
214534627,3
214534635,2
214534655,148
214534659,5
214534661,115
214534663,32
214534667,100
214534689,72
214534693,79
214534704,96
214534706,65
214534736,89
214534747,14
214534751,28
214534753,6
214534755,10
214534757,6
214534764,5
214534766,4
214534768,1
214534770,9
214534772,6
214534779,4
214534783,16
214534785,4
214534787,24
214534794,2
214534798,27
214534800,9
214534807,23
214534809,1
214534815,19
214534832,14
214534835,40
214534843,5
214534847,7
214534850,7
214534852,13
214534854,1
214534856,3
214534860,1
214534875,15
214534880,3
214534907,59
214534912,1
214534993,49
214535004,53
214535006,39
214535010,164
214535030,14
214535034,31
214535038,44
214535042,78
214535051,259
214535057,23
214535060,16
214535066,19
214535068,17
214535072,14
214535081,16
214535092,102
214535094,32
214535102,88
214535132,1
214535407,4
214535409,5
214535422,1
214535441,1
214535443,3
214535445,2
214535447,5
214535458,1
214535465,4
214535471,1
214535563,2
214535565,6
214535567,11
214535570,11
214535589,16
214535591,5
214535595,24
214535600,14
214535602,5
214535606,3
214535608,12
214535610,7
214535617,49
214535621,428
214535623,4
214535630,12
214535632,13
214535634,34
214535649,33
214535653,98
214535655,8
214535662,11
214535672,45
214535675,54
214535677,19
214535681,8
214535683,11
214535685,46
214535694,3
214535711,6
214535985,1
214536185,48
214536187,36
214536189,57
214536193,86
214536195,44
214536197,53
214536202,2
214536221,34
214536279,4
214536281,31
214536283,27
214536287,6
214536290,20
214536292,11
214536294,13
214536296,7
214536298,20
214536300,40
214536302,45
214536307,90
214536311,72
214536317,10
214536322,25
214536326,19
214536330,4
214536347,13
214536360,5
214536362,3
214536365,18
214536367,11
214536369,15
214536373,2
214536377,2
214536380,12
214536384,9
214536386,9
214536388,15
214536390,12
214536392,16
214536395,2
214536399,20
214536401,4
214536405,10
214536407,9
214536412,57
214536414,18
214536418,1
214536422,2
214536425,6
214536427,16
214536431,6
214536435,33
214536437,37
214536440,155
214536448,3
214536452,17
214536455,13
214536457,11
214536459,3
214536463,2
214536480,20
214536489,2
214536500,3
214536502,27
214536506,2
214536517,4
214536519,1
214536521,1
214536532,5
214536538,2
214536547,10
214536549,2
214536553,3
214536557,9
214536566,1
214536570,3
214536572,1
214536575,4
214536577,125
214536581,4
214536583,2
214536590,3
214536596,3
214536598,8
214536600,4
214536607,5
214536613,1
214536615,2
214536697,30
214536819,1
214536821,4
214536823,4
214536827,2
214536832,10
214536834,16
214536838,21
214536847,8
214536849,2
214536853,5
214536860,27
214536864,5
214536866,13
214536868,15
214536872,3
214536879,2
214536883,1
214536885,1
214536890,1
214536892,9
214536894,7
214536907,2
214536922,2
214536928,4
214536932,5
214536935,2
214536937,3
214536941,1
214536943,1
214536945,2
214536947,13
214536950,4
214536954,8
214536958,7
214536962,4
214536965,4
214536967,5
214536984,15
214537012,18
214537014,1
214537020,6
214537022,10
214537025,8
214537029,10
214537031,5
214537033,3
214537037,37
214537040,21
214537042,2
214537044,14
214537046,19
214537048,3
214537050,20
214537057,9
214537059,8
214537061,2
214537065,13
214537070,7
214537072,15
214537074,7
214537076,10
214537078,4
214537080,5
214537102,2
214537104,2
214537112,3
214537123,4
214537125,10
214537127,29
214537130,13
214537132,13
214537140,4
214537147,5
214537149,8
214537151,7
214537153,3
214537155,4
214537157,4
214537160,7
214537162,3
214537164,8
214537168,6
214537170,18
214537172,7
214537175,23
214537177,17
214537179,7
214537181,8
214537183,4
214537185,52
214537187,11
214537190,38
214537196,32
214537198,3
214537215,11
214537217,4
214537220,4
214537239,1
214537241,2
214537243,2
214537245,21
214537247,6
214537250,1
214537252,4
214537254,4
214537256,19
214537262,22
214537269,2
214537271,12
214537273,1
214537275,6
214537277,7
214537280,2
214537286,9
214537290,3
214537299,2
214537301,5
214537305,4
214537310,14
214537342,4
214537344,5
214537352,9
214537357,7
214537361,10
214537363,4
214537365,61
214537372,7
214537374,12
214537376,9
214537378,22
214537380,4
214537382,2
214537385,4
214537387,8
214537415,20
214537417,46
214537419,45
214537434,40
214537436,65
214537455,38
214537457,3
214537460,4
214537464,72
214537466,15
214537468,83
214537470,2
214537479,15
214537483,24
214537485,9
214537487,68
214537490,388
214537492,72
214537494,14
214537496,162
214537498,5
214537515,53
214537520,8
214537522,19
214537524,10
214537526,1
214537528,86
214537532,15
214537535,35
214537537,4
214537541,29
214537663,2
214537665,2
214537670,2
214537672,40
214537678,21
214537682,13
214537685,10
214537715,13
214537719,6
214537745,1
214537747,6
214537753,68
214537755,6
214537766,1
214537775,31
214537779,3
214537796,6
214537820,1
214537826,13
214537830,3
214537832,51
214537837,18
214537841,5
214537845,7
214537847,1
214537850,11
214537854,36
214537856,126
214537867,12
214537877,12
214537880,27
214537882,27
214537888,26
214537890,8
214537895,2
214537897,15
214537899,5
214537905,9
214537916,3
214537920,10
214537922,7
214537925,29
214537929,13
214537931,59
214537933,50
214537935,51
214537942,6
214537944,8
214537952,1
214537955,10
214537967,533
214537970,5
214537978,1
214537985,1
214537989,1
214537995,5
214537997,3
214538000,1
214538002,9
214538006,2
214538027,17
214538030,46
214538064,2
214538190,1
214538195,1
214538203,1
214538229,1
214538231,4
214538233,1
214538240,4
214538242,1
214538244,1
214538252,1
214538255,1
214538267,5
214538274,1
214538276,11
214538278,3
214538282,1
214538285,2
214538302,3
214538304,1
214538306,2
214538308,2
214538310,3
214538315,1
214538317,5
214538319,3
214538321,3
214538323,2
214538325,3
214538340,1
214538342,2
214538345,2
214538364,3
214538370,13
214538372,4
214538377,3
214538379,1
214538390,2
214538392,7
214538415,1
214538428,2
214538430,3
214538439,20
214538462,8
214538465,3
214538467,8
214538469,25
214538471,8
214538475,4
214538477,9
214538484,35
214538486,3
214538488,11
214538495,16
214538572,150
214538574,82
214538582,7
214538591,115
214538597,108
214538679,3
214538685,3
214538702,1
214538747,5
214538750,2
214538758,8
214538762,8
214538767,9
214538769,9
214538820,128
214538829,3
214538831,11
214538842,1
214538844,2
214538867,2
214538870,4
214538876,3
214538951,110
214538981,33
214538985,17
214538992,66
214538994,17
214539039,200
214539050,168
214539084,17
214539105,21
214539110,144
214539112,77
214539148,72
214539150,64
214539193,20
214539202,65
214539204,41
214539206,27
214539208,33
214539223,21
214539232,40
214539236,70
214539238,66
214539240,3
214539245,7
214539247,1
214539251,1
214539253,7
214539260,2
214539262,10
214539264,3
214539266,1
214539268,2
214539275,3
214539277,12
214539279,3
214539281,5
214539283,6
214539285,6
214539287,5
214539290,8
214539294,7
214539296,5
214539298,11
214539307,8
214539309,4
214539311,6
214539315,1
214539326,4
214539330,5
214539332,8
214539335,1
214539337,31
214539341,13
214539347,1
214539350,5
214539354,5
214539356,1
214539358,6
214539360,14
214539362,5
214539369,1
214539373,6
214539384,1
214539386,2
214539388,1
214539390,3
214539392,22
214539397,4
214539403,2
214539405,2
214539407,19
214539410,2
214539414,3
214539416,5
214539418,1
214539420,12
214539422,3
214539431,4
214539435,6
214539465,4
214539504,2
214539506,3
214539508,10
214539510,3
214539512,8
214539515,10
214539517,4
214539519,1
214539523,3
214539527,12
214539530,1
214539532,2
214539534,17
214539545,1
214539547,1
214539549,3
214539551,1
214539568,16
214539570,28
214539572,2
214539592,22
214539686,16
214539688,11
214539697,6
214539705,6
214539737,2
214539772,11
214539780,15
214539782,10
214539785,1
214539825,22
214539827,5
214539845,260
214539887,1
214539977,3
214539997,38
214540014,10
214540033,5
214540035,158
214540040,36
214540042,7
214540044,5
214540046,5
214540052,3
214540055,61
214540070,91
214540072,95
214540074,15
214540106,69
214540110,7
214540112,29
214540125,333
214540127,765
214540132,19
214540134,48
214540136,40
214540172,72
214540175,31
214540179,88
214540181,15
214540183,14
214540344,5
214540389,10
214540406,37
214540434,2
214540479,21
214540575,5
214540590,18
214540595,2
214540597,574
214540599,5
214540601,47
214540605,8
214540610,6
214540612,2
214540614,1
214540618,26
214540633,19
214540635,12
214540652,6
214540655,4
214540657,22
214540661,1
214540667,10
214540670,5
214540676,3
214540691,33
214540697,2
214540702,3
214540704,3
214540706,10
214540712,10
214540721,8
214540734,9
214540742,1
214540751,1
214540753,4
214540762,30
214540764,19
214540766,27
214540768,25
214540796,5
214540802,8
214540805,7
214540809,4
214540811,5
214540813,9
214540817,33
214540847,14
214540867,1
214540890,10
214540910,3
214540922,46
214540925,3
214540935,4
214540948,2
214540950,3
214540963,7
214540965,2
214540967,3
214540978,14
214541015,1
214541017,2
214541027,1
214541032,2
214541045,10
214541053,2
214541057,3
214541060,38
214541064,5
214541355,164
214541357,52
214541366,5
214541370,8
214541377,1
214541379,1
214541383,11
214541385,7
214541387,1
214541392,3
214541396,17
214541400,3
214541402,3
214541407,11
214541409,2
214541411,3
214541415,1
214541420,1
214541430,2
214541435,3
214541437,1
214541452,2
214541454,5
214541458,1
214541460,2
214541471,1
214541473,11
214541475,4
214541477,3
214541495,50
214541510,3
214541525,77
214541535,7
214541548,58
214541570,13
214541574,12
214541576,4
214541578,2
214541582,110
214541591,40
214541595,1
214541597,4
214541660,15
214541679,17
214541690,7
214541767,1
214541769,4
214541790,6
214542225,12
214542324,3
214542345,23
214542350,5
214542352,15
214542354,45
214542356,27
214542358,3
214542360,23
214542369,8
214542371,5
214542373,2
214542375,8
214542390,5
214542395,3
214542397,3
214542403,5
214542452,2
214542759,163
214542761,74
214542885,1
214542892,3
214542894,4
214543005,2
214543025,4
214543033,1
214543035,1
214543040,1
214543050,4
214543059,1
214543063,2
214543080,24
214543095,10
214543192,1
214543327,1
214543442,1
214543455,1
214543457,2
214543492,2
214543494,4
214543500,2
214543502,1
214543505,6
214543513,2
214543545,1
214543552,4
214543562,6
214543567,3
214543571,1
214543573,1
214543582,4
214543592,29
214543599,1
214543603,7
214543685,2
214543721,25
214543723,1
214543796,2
214543922,9
214544325,9
214544327,17
214544355,22
214544357,165
214544422,5
214544439,1
214544492,6
214544503,1
214544516,14
214544535,4
214544550,11
214544587,4
214544589,2
214544591,14
214544597,1
214544608,6
214544610,3
214544612,3
214544619,1
214544625,5
214544655,2
214544672,1
214544675,1
214544696,4
214544750,3
214544758,11
214544762,2
214544780,5
214544782,23
214544799,2
214544805,7
214544807,7
214544820,11
214544833,3
214544837,25
214544840,34
214544846,4
214544857,2
214544859,2
214544863,2
214544897,3
214544904,2
214544906,3
214544908,2
214544921,5
214544923,1
214544925,3
214544932,6
214544936,5
214544945,4
214544947,3
214544966,1
214544970,3
214544985,1
214545005,23
214545030,2
214545032,7
214545050,1
214545090,4
214545107,3
214545120,2
214545159,1
214545163,3
214545189,3
214545191,1
214545200,8
214545202,1
214545217,8
214545219,2
214545223,1
214545225,1
214545232,5
214545240,10
214545242,1
214545245,5
214545255,1
214545257,1
214545435,5
214545442,2
214545446,3
214545461,1
214545487,2
214545500,68
214545502,2
214545504,8
214545517,1
214545519,1
214545521,1
214545534,1
214545536,1
214545540,2
214545542,1
214545575,46
214545590,6
214545808,37
214545821,68
214545825,10
214545832,18
214545834,13
214545836,23
214545838,36
214545842,5
214545845,16
214545847,29
214545851,20
214545853,11
214545862,11
214545864,45
214545866,4
214545868,18
214545879,362
214545881,21
214545883,33
214545885,33
214545894,18
214545896,15
214545898,10
214545902,21
214545905,15
214545909,32
214545917,88
214545920,6
214545922,12
214545926,5
214545928,107
214545930,58
214545932,150
214545935,8
214545939,24
214545941,4
214545943,13
214545945,10
214545947,17
214545950,9
214545952,3
214545954,18
214545956,6
214545958,15
214545969,5
214545980,7
214545986,1
214545988,2
214546018,2
214546020,4
214546022,34
214546025,72
214546027,34
214546029,44
214546031,46
214546035,2
214546037,1
214546040,3
214546042,6
214546044,7
214546046,39
214546057,2
214546059,5
214546061,4
214546065,3
214546070,4
214546082,9
214546085,7
214546087,34
214546089,60
214546091,19
214546093,24
214546095,10
214546097,36
214546100,23
214546102,99
214546104,3
214546106,42
214546108,14
214546110,35
214546117,5
214546119,13
214546121,33
214546123,121
214546136,145
214546153,47
214546200,3
214546202,1
214546217,18
214546220,5
214546222,4
214546245,1
214546247,1
214546250,3
214546258,6
214546267,1
214546269,4
214546277,3
214546280,1
214546290,2
214546292,1
214546307,3
214546310,1
214546312,1
214546314,3
214546329,5
214546331,2
214546772,51
214546798,9
214546888,11
214546916,1
214546978,64
214546991,5
214547008,20
214547042,2
214547055,1
214547077,6
214547081,21
214547177,15
214547186,1
214547255,89
214547499,1
214547507,21
214547512,4
214547518,12
214547520,13
214547527,4
214547529,8
214547533,20
214547537,18
214547548,24
214547593,51
214547595,6
214547597,16
214547600,13
214547604,7
214547608,1
214547610,1
214547615,7
214547619,4
214547621,24
214547623,9
214547625,1
214547627,1
214547630,17
214547634,12
214547636,3
214547638,13
214547640,7
214547645,5
214547668,36
214547670,8
214547814,123
214547876,22
214547878,9
214547880,37
214547893,13
214547923,17
214547936,2
214548103,29
214548435,37
214548450,7
214548525,77
214548729,7
214548742,27
214548744,211
214548752,1
214548772,1
214548778,1
214548785,1
214548793,85
214548812,8
214548815,12
214548817,9
214548819,4
214548821,5
214548827,2
214548830,2
214548832,8
214548834,3
214548860,2
214548862,16
214548864,10
214548866,14
214548868,8
214548870,2
214548872,6
214548875,4
214548877,4
214548879,3
214548881,5
214548885,7
214549277,6
214549346,10
214549779,6
214549922,17
214549933,7
214549937,8
214549944,1
214549950,2
214549952,13
214549955,33
214549963,1
214549970,9
214549972,3
214549980,30
214549987,5
214549989,1
214549997,36
214550002,23
214550006,17
214550008,24
214550019,45
214550023,24
214550025,24
214550049,21
214550053,21
214550055,5
214550060,11
214550062,6
214550072,6
214550079,13
214550085,8
214550087,6
214550092,40
214550096,25
214550100,3
214550102,3
214550107,72
214550111,8
214550177,15
214550180,6
214550244,28
214550248,26
214550259,127
214550263,56
214550321,18
214550327,14
214550330,16
214550332,5
214550336,11
214550338,12
214550340,13
214550366,15
214550368,9
214550370,62
214550383,65
214550385,23
214550390,65
214550392,10
214550398,197
214550409,15
214550527,17
214550531,10
214550535,2
214550542,6
214550546,1
214550548,98
214550550,2
214550559,8
214550561,1
214550563,48
214550565,16
214550567,37
214550582,84
214550597,3
214550608,5
214550610,44
214550621,41
214550627,52
214550630,12
214550634,23
214550636,41
214550638,38
214550649,39
214550651,16
214550653,7
214550820,27
214550844,53
214550848,28
214550855,32
214550863,22
214550865,2
214550867,1
214550872,17
214550876,13
214550882,4
214550893,1
214550895,14
214550897,3
214550900,8
214550917,10
214550923,3
214550925,5
214550927,4
214550945,11
214550964,20
214550968,32
214550987,31
214550996,14
214550998,2
214551000,16
214551002,14
214551007,12
214551011,2
214551125,1
214551129,4
214551131,4
214551135,4
214551161,23
214551163,5
214551165,7
214551238,7
214551242,13
214551245,15
214551247,1
214551251,4
214551253,8
214551255,5
214551257,9
214551260,14
214551262,8
214551264,5
214551266,23
214551270,2
214551272,11
214551275,7
214551285,12
214551287,8
214551290,7
214551292,10
214551294,5
214551296,12
214551298,4
214551300,3
214551305,9
214551307,4
214551313,71
214551315,38
214551317,4
214551320,16
214551322,10
214551324,11
214551365,15
214551367,1
214551369,10
214551371,33
214551377,11
214551380,24
214551382,19
214551384,27
214551386,11
214551388,35
214551392,15
214551395,7
214551397,3
214551399,6
214551401,5
214551403,5
214551405,9
214551407,9
214551412,8
214551414,16
214551416,19
214551420,5
214551422,6
214551425,15
214551427,5
214551493,12
214551495,5
214551500,9
214551502,3
214551504,4
214551525,1
214551527,10
214551530,23
214551534,17
214551566,19
214551570,9
214551572,16
214551575,2
214551583,23
214551587,5
214551594,6
214551598,1
214551600,11
214551607,549
214551609,9
214551613,73
214551617,57
214551624,190
214551626,951
214551630,73
214551632,127
214551662,5
214551665,21
214551667,5
214551692,25
214551695,104
214551703,23
214551716,1
214551746,23
214551748,59
214551761,37
214551763,54
214551765,15
214551776,206
214551780,212
214551791,28
214551793,32
214551806,43
214551808,12
214551810,59
214551815,43
214551819,50
214551825,54
214551827,30
214551832,12
214551834,27
214551836,23
214551840,18
214551842,21
214551845,4
214551849,3
214551853,4
214551855,41
214551857,7
214551860,19
214551862,17
214551864,12
214551868,62
214551870,40
214551875,45
214551879,8
214551883,76
214551885,25
214551890,107
214551892,173
214551894,151
214551898,82
214551900,140
214551902,128
214551905,65
214551907,121
214551909,202
214551911,97
214551913,776
214551917,375
214551920,68
214551922,15
214551924,17
214551926,273
214551928,134
214551930,314
214551932,11
214551935,8
214551941,4
214551943,6
214551945,1
214551947,6
214551950,5
214551952,1
214551954,1
214551956,5
214551969,6
214551971,1
214551973,3
214551975,4
214551977,5
214551980,3
214551984,66
214551990,16
214551992,2
214551995,7
214552001,2
214552003,5
214552007,6
214552012,4
214552016,2
214552031,9
214552033,9
214552037,6
214552046,5
214552048,11
214552050,3
214552052,3
214552061,11
214552076,8
214552080,13
214552089,6
214552095,3
214552097,19
214552102,1
214552104,2
214552106,37
214552110,10
214552115,5
214552117,35
214552119,18
214552121,13
214552125,27
214552130,2
214552132,2
214552134,17
214552136,4
214552142,21
214552145,10
214552147,9
214552149,5
214552151,5
214552153,2
214552160,9
214552162,3
214552164,2
214552166,15
214552168,1
214552170,1
214552172,2
214552175,8
214552177,4
214552179,2
214552181,6
214552183,1
214552187,6
214552190,5
214552192,8
214552194,18
214552196,11
214552198,19
214552202,1
214552205,18
214552207,23
214552211,7
214552217,5
214552241,5
214552243,3
214552245,3
214552262,2
214552265,6
214552269,3
