userID,itemID,rating,itemName,category
1741,6,3,Egg & cheese wrap,EggFood
1139,6,2,Egg & cheese wrap,EggFood
576,6,4,Egg & cheese wrap,EggFood
516,6,3,Egg & cheese wrap,EggFood
1489,6,1,Egg & cheese wrap,EggFood
908,6,1,Egg & cheese wrap,EggFood
364,6,1,Egg & cheese wrap,EggFood
1221,6,2,Egg & cheese wrap,EggFood
762,6,3,Egg & cheese wrap,EggFood
586,6,4,Egg & cheese wrap,EggFood
1033,6,4,Egg & cheese wrap,EggFood
1149,6,2,Egg & cheese wrap,EggFood
157,6,1,Egg & cheese wrap,EggFood
1065,6,1,Egg & cheese wrap,EggFood
60,6,1,Egg & cheese wrap,EggFood
42,6,3,Egg & cheese wrap,EggFood
1196,6,4,Egg & cheese wrap,EggFood
1587,6,4,Egg & cheese wrap,EggFood
1987,6,3,Egg & cheese wrap,EggFood
185,6,4,Egg & cheese wrap,EggFood
904,6,4,Egg & cheese wrap,EggFood
962,6,1,Egg & cheese wrap,EggFood
541,6,4,Egg & cheese wrap,EggFood
210,6,3,Egg & cheese wrap,EggFood
521,6,4,Egg & cheese wrap,EggFood
987,6,1,Egg & cheese wrap,EggFood
1973,6,1,Egg & cheese wrap,EggFood
393,6,1,Egg & cheese wrap,EggFood
768,6,2,Egg & cheese wrap,EggFood
1039,6,1,Egg & cheese wrap,EggFood
513,6,4,Egg & cheese wrap,EggFood
1369,6,4,Egg & cheese wrap,EggFood
553,6,2,Egg & cheese wrap,EggFood
958,6,1,Egg & cheese wrap,EggFood
463,6,1,Egg & cheese wrap,EggFood
1952,6,1,Egg & cheese wrap,EggFood
1627,6,2,Egg & cheese wrap,EggFood
526,6,3,Egg & cheese wrap,EggFood
1029,6,2,Egg & cheese wrap,EggFood
1540,6,1,Egg & cheese wrap,EggFood
413,6,4,Egg & cheese wrap,EggFood
439,6,3,Egg & cheese wrap,EggFood
775,6,4,Egg & cheese wrap,EggFood
1673,6,4,Egg & cheese wrap,EggFood
1408,6,3,Egg & cheese wrap,EggFood
104,6,3,Egg & cheese wrap,EggFood
430,6,4,Egg & cheese wrap,EggFood
259,6,1,Egg & cheese wrap,EggFood
880,6,1,Egg & cheese wrap,EggFood
1042,6,3,Egg & cheese wrap,EggFood
86,6,1,Egg & cheese wrap,EggFood
411,6,4,Egg & cheese wrap,EggFood
1065,6,4,Egg & cheese wrap,EggFood
623,6,3,Egg & cheese wrap,EggFood
1216,6,3,Egg & cheese wrap,EggFood
1311,6,2,Egg & cheese wrap,EggFood
1776,22,4,12 Piece Donut Sticks,Veg
1657,22,4,12 Piece Donut Sticks,Veg
846,22,1,12 Piece Donut Sticks,Veg
219,22,1,12 Piece Donut Sticks,Veg
1498,22,4,12 Piece Donut Sticks,Veg
1667,22,2,12 Piece Donut Sticks,Veg
674,22,4,12 Piece Donut Sticks,Veg
460,22,2,12 Piece Donut Sticks,Veg
1596,22,2,12 Piece Donut Sticks,Veg
1385,22,2,12 Piece Donut Sticks,Veg
923,22,1,12 Piece Donut Sticks,Veg
1893,22,2,12 Piece Donut Sticks,Veg
1998,22,3,12 Piece Donut Sticks,Veg
1367,22,4,12 Piece Donut Sticks,Veg
1371,22,2,12 Piece Donut Sticks,Veg
525,22,1,12 Piece Donut Sticks,Veg
1680,22,3,12 Piece Donut Sticks,Veg
1595,22,2,12 Piece Donut Sticks,Veg
1470,22,3,12 Piece Donut Sticks,Veg
420,22,3,12 Piece Donut Sticks,Veg
48,22,3,12 Piece Donut Sticks,Veg
1687,22,2,12 Piece Donut Sticks,Veg
1481,22,1,12 Piece Donut Sticks,Veg
1533,22,1,12 Piece Donut Sticks,Veg
574,22,2,12 Piece Donut Sticks,Veg
826,22,4,12 Piece Donut Sticks,Veg
213,22,1,12 Piece Donut Sticks,Veg
1798,22,2,12 Piece Donut Sticks,Veg
360,22,3,12 Piece Donut Sticks,Veg
557,22,2,12 Piece Donut Sticks,Veg
975,22,3,12 Piece Donut Sticks,Veg
230,22,1,12 Piece Donut Sticks,Veg
376,22,2,12 Piece Donut Sticks,Veg
1796,22,2,12 Piece Donut Sticks,Veg
884,22,1,12 Piece Donut Sticks,Veg
1775,22,1,12 Piece Donut Sticks,Veg
1062,22,3,12 Piece Donut Sticks,Veg
66,22,3,12 Piece Donut Sticks,Veg
1742,22,1,12 Piece Donut Sticks,Veg
1067,22,2,12 Piece Donut Sticks,Veg
1207,22,1,12 Piece Donut Sticks,Veg
446,22,2,12 Piece Donut Sticks,Veg
285,22,2,12 Piece Donut Sticks,Veg
1670,22,2,12 Piece Donut Sticks,Veg
1935,22,2,12 Piece Donut Sticks,Veg
1677,22,2,12 Piece Donut Sticks,Veg
170,22,3,12 Piece Donut Sticks,Veg
1507,22,4,12 Piece Donut Sticks,Veg
1423,22,2,12 Piece Donut Sticks,Veg
272,22,2,12 Piece Donut Sticks,Veg
898,22,1,12 Piece Donut Sticks,Veg
1329,22,1,12 Piece Donut Sticks,Veg
826,22,4,12 Piece Donut Sticks,Veg
822,22,3,12 Piece Donut Sticks,Veg
1733,22,2,12 Piece Donut Sticks,Veg
1187,22,3,12 Piece Donut Sticks,Veg
1541,22,1,12 Piece Donut Sticks,Veg
1637,22,4,12 Piece Donut Sticks,Veg
1876,22,1,12 Piece Donut Sticks,Veg
643,22,4,12 Piece Donut Sticks,Veg
1254,22,4,12 Piece Donut Sticks,Veg
1471,22,4,12 Piece Donut Sticks,Veg
1323,22,3,12 Piece Donut Sticks,Veg
647,22,1,12 Piece Donut Sticks,Veg
1272,22,2,12 Piece Donut Sticks,Veg
1295,22,2,12 Piece Donut Sticks,Veg
388,22,1,12 Piece Donut Sticks,Veg
1929,22,1,12 Piece Donut Sticks,Veg
641,22,1,12 Piece Donut Sticks,Veg
959,22,2,12 Piece Donut Sticks,Veg
1916,22,1,12 Piece Donut Sticks,Veg
405,22,1,12 Piece Donut Sticks,Veg
820,22,1,12 Piece Donut Sticks,Veg
59,22,3,12 Piece Donut Sticks,Veg
1421,22,3,12 Piece Donut Sticks,Veg
629,22,3,12 Piece Donut Sticks,Veg
259,22,4,12 Piece Donut Sticks,Veg
1882,22,4,12 Piece Donut Sticks,Veg
884,22,1,12 Piece Donut Sticks,Veg
496,22,4,12 Piece Donut Sticks,Veg
143,22,4,12 Piece Donut Sticks,Veg
1597,22,2,12 Piece Donut Sticks,Veg
1031,22,4,12 Piece Donut Sticks,Veg
475,22,1,12 Piece Donut Sticks,Veg
1101,22,1,12 Piece Donut Sticks,Veg
69,22,4,12 Piece Donut Sticks,Veg
1830,22,2,12 Piece Donut Sticks,Veg
71,22,4,12 Piece Donut Sticks,Veg
991,22,3,12 Piece Donut Sticks,Veg
1833,22,1,12 Piece Donut Sticks,Veg
1188,22,2,12 Piece Donut Sticks,Veg
516,22,4,12 Piece Donut Sticks,Veg
175,22,2,12 Piece Donut Sticks,Veg
156,22,4,12 Piece Donut Sticks,Veg
701,22,3,12 Piece Donut Sticks,Veg
1156,22,2,12 Piece Donut Sticks,Veg
1114,22,2,12 Piece Donut Sticks,Veg
279,22,1,12 Piece Donut Sticks,Veg
970,22,3,12 Piece Donut Sticks,Veg
1948,22,2,12 Piece Donut Sticks,Veg
440,22,4,12 Piece Donut Sticks,Veg
584,22,3,12 Piece Donut Sticks,Veg
1405,22,3,12 Piece Donut Sticks,Veg
48,22,4,12 Piece Donut Sticks,Veg
1075,22,3,12 Piece Donut Sticks,Veg
175,22,3,12 Piece Donut Sticks,Veg
1228,22,3,12 Piece Donut Sticks,Veg
1494,22,2,12 Piece Donut Sticks,Veg
185,22,2,12 Piece Donut Sticks,Veg
1309,22,3,12 Piece Donut Sticks,Veg
152,22,4,12 Piece Donut Sticks,Veg
1463,22,2,12 Piece Donut Sticks,Veg
1169,22,3,12 Piece Donut Sticks,Veg
690,22,2,12 Piece Donut Sticks,Veg
501,22,1,12 Piece Donut Sticks,Veg
183,22,2,12 Piece Donut Sticks,Veg
962,22,2,12 Piece Donut Sticks,Veg
463,22,3,12 Piece Donut Sticks,Veg
94,22,2,12 Piece Donut Sticks,Veg
856,22,2,12 Piece Donut Sticks,Veg
80,22,1,12 Piece Donut Sticks,Veg
875,22,1,12 Piece Donut Sticks,Veg
1819,22,4,12 Piece Donut Sticks,Veg
1683,22,1,12 Piece Donut Sticks,Veg
1313,22,2,12 Piece Donut Sticks,Veg
234,22,1,12 Piece Donut Sticks,Veg
1612,22,1,12 Piece Donut Sticks,Veg
1169,22,4,12 Piece Donut Sticks,Veg
830,22,2,12 Piece Donut Sticks,Veg
1940,22,4,12 Piece Donut Sticks,Veg
510,22,1,12 Piece Donut Sticks,Veg
1142,22,2,12 Piece Donut Sticks,Veg
517,22,2,12 Piece Donut Sticks,Veg
1977,22,4,12 Piece Donut Sticks,Veg
1274,22,4,12 Piece Donut Sticks,Veg
1690,22,4,12 Piece Donut Sticks,Veg
1033,22,4,12 Piece Donut Sticks,Veg
431,22,3,12 Piece Donut Sticks,Veg
631,22,2,12 Piece Donut Sticks,Veg
42,22,1,12 Piece Donut Sticks,Veg
1206,22,3,12 Piece Donut Sticks,Veg
529,22,4,12 Piece Donut Sticks,Veg
902,22,2,12 Piece Donut Sticks,Veg
1847,22,3,12 Piece Donut Sticks,Veg
282,22,2,12 Piece Donut Sticks,Veg
1662,22,2,12 Piece Donut Sticks,Veg
120,22,3,12 Piece Donut Sticks,Veg
727,22,2,12 Piece Donut Sticks,Veg
1275,22,2,12 Piece Donut Sticks,Veg
611,22,2,12 Piece Donut Sticks,Veg
824,22,3,12 Piece Donut Sticks,Veg
957,22,2,12 Piece Donut Sticks,Veg
1533,22,4,12 Piece Donut Sticks,Veg
1353,22,3,12 Piece Donut Sticks,Veg
590,22,4,12 Piece Donut Sticks,Veg
77,22,1,12 Piece Donut Sticks,Veg
1162,22,3,12 Piece Donut Sticks,Veg
634,22,1,12 Piece Donut Sticks,Veg
1641,22,1,12 Piece Donut Sticks,Veg
1802,22,2,12 Piece Donut Sticks,Veg
786,22,1,12 Piece Donut Sticks,Veg
130,22,4,12 Piece Donut Sticks,Veg
634,22,4,12 Piece Donut Sticks,Veg
297,22,2,12 Piece Donut Sticks,Veg
256,22,2,12 Piece Donut Sticks,Veg
1476,22,4,12 Piece Donut Sticks,Veg
453,22,1,12 Piece Donut Sticks,Veg
976,22,4,12 Piece Donut Sticks,Veg
1443,22,3,12 Piece Donut Sticks,Veg
1570,22,1,12 Piece Donut Sticks,Veg
688,22,3,12 Piece Donut Sticks,Veg
168,22,4,12 Piece Donut Sticks,Veg
624,22,1,12 Piece Donut Sticks,Veg
555,22,3,12 Piece Donut Sticks,Veg
1307,22,2,12 Piece Donut Sticks,Veg
1374,22,4,12 Piece Donut Sticks,Veg
1345,22,3,12 Piece Donut Sticks,Veg
323,22,3,12 Piece Donut Sticks,Veg
660,22,4,12 Piece Donut Sticks,Veg
1919,22,3,12 Piece Donut Sticks,Veg
1767,22,4,12 Piece Donut Sticks,Veg
1263,22,2,12 Piece Donut Sticks,Veg
1512,22,3,12 Piece Donut Sticks,Veg
83,22,1,12 Piece Donut Sticks,Veg
1418,22,2,12 Piece Donut Sticks,Veg
721,39,3,Buffalo Mac & Cheese,Non Veg
316,39,4,Buffalo Mac & Cheese,Non Veg
1593,39,4,Buffalo Mac & Cheese,Non Veg
442,39,3,Buffalo Mac & Cheese,Non Veg
1877,39,4,Buffalo Mac & Cheese,Non Veg
1866,39,2,Buffalo Mac & Cheese,Non Veg
185,39,4,Buffalo Mac & Cheese,Non Veg
1928,39,4,Buffalo Mac & Cheese,Non Veg
1259,39,4,Buffalo Mac & Cheese,Non Veg
272,39,2,Buffalo Mac & Cheese,Non Veg
190,39,4,Buffalo Mac & Cheese,Non Veg
1792,39,3,Buffalo Mac & Cheese,Non Veg
747,39,2,Buffalo Mac & Cheese,Non Veg
90,39,2,Buffalo Mac & Cheese,Non Veg
1778,39,3,Buffalo Mac & Cheese,Non Veg
341,39,3,Buffalo Mac & Cheese,Non Veg
1788,39,4,Buffalo Mac & Cheese,Non Veg
1721,39,2,Buffalo Mac & Cheese,Non Veg
395,39,3,Buffalo Mac & Cheese,Non Veg
1457,39,3,Buffalo Mac & Cheese,Non Veg
1783,39,4,Buffalo Mac & Cheese,Non Veg
111,39,3,Buffalo Mac & Cheese,Non Veg
448,39,3,Buffalo Mac & Cheese,Non Veg
589,39,4,Buffalo Mac & Cheese,Non Veg
1421,39,1,Buffalo Mac & Cheese,Non Veg
718,39,4,Buffalo Mac & Cheese,Non Veg
1394,39,2,Buffalo Mac & Cheese,Non Veg
143,39,4,Buffalo Mac & Cheese,Non Veg
39,39,1,Buffalo Mac & Cheese,Non Veg
644,39,2,Buffalo Mac & Cheese,Non Veg
630,39,2,Buffalo Mac & Cheese,Non Veg
565,39,1,Buffalo Mac & Cheese,Non Veg
196,39,4,Buffalo Mac & Cheese,Non Veg
1255,39,3,Buffalo Mac & Cheese,Non Veg
1825,39,4,Buffalo Mac & Cheese,Non Veg
999,39,1,Buffalo Mac & Cheese,Non Veg
153,39,4,Buffalo Mac & Cheese,Non Veg
969,39,4,Buffalo Mac & Cheese,Non Veg
1473,39,4,Buffalo Mac & Cheese,Non Veg
1853,39,2,Buffalo Mac & Cheese,Non Veg
401,39,2,Buffalo Mac & Cheese,Non Veg
170,39,2,Buffalo Mac & Cheese,Non Veg
1409,39,2,Buffalo Mac & Cheese,Non Veg
618,39,4,Buffalo Mac & Cheese,Non Veg
1115,39,2,Buffalo Mac & Cheese,Non Veg
183,39,3,Buffalo Mac & Cheese,Non Veg
593,39,2,Buffalo Mac & Cheese,Non Veg
576,39,4,Buffalo Mac & Cheese,Non Veg
482,39,2,Buffalo Mac & Cheese,Non Veg
969,39,3,Buffalo Mac & Cheese,Non Veg
1161,39,2,Buffalo Mac & Cheese,Non Veg
348,39,2,Buffalo Mac & Cheese,Non Veg
845,39,3,Buffalo Mac & Cheese,Non Veg
1259,39,1,Buffalo Mac & Cheese,Non Veg
19,39,1,Buffalo Mac & Cheese,Non Veg
1563,39,3,Buffalo Mac & Cheese,Non Veg
1933,39,2,Buffalo Mac & Cheese,Non Veg
1036,39,2,Buffalo Mac & Cheese,Non Veg
397,39,4,Buffalo Mac & Cheese,Non Veg
345,39,4,Buffalo Mac & Cheese,Non Veg
746,39,4,Buffalo Mac & Cheese,Non Veg
351,39,2,Buffalo Mac & Cheese,Non Veg
1696,39,4,Buffalo Mac & Cheese,Non Veg
1538,39,1,Buffalo Mac & Cheese,Non Veg
786,39,2,Buffalo Mac & Cheese,Non Veg
119,39,4,Buffalo Mac & Cheese,Non Veg
1726,39,2,Buffalo Mac & Cheese,Non Veg
341,39,3,Buffalo Mac & Cheese,Non Veg
1868,39,2,Buffalo Mac & Cheese,Non Veg
1350,39,3,Buffalo Mac & Cheese,Non Veg
1959,39,4,Buffalo Mac & Cheese,Non Veg
1073,39,4,Buffalo Mac & Cheese,Non Veg
457,39,1,Buffalo Mac & Cheese,Non Veg
552,39,2,Buffalo Mac & Cheese,Non Veg
1643,39,1,Buffalo Mac & Cheese,Non Veg
558,39,1,Buffalo Mac & Cheese,Non Veg
1134,39,4,Buffalo Mac & Cheese,Non Veg
573,39,4,Buffalo Mac & Cheese,Non Veg
375,39,4,Buffalo Mac & Cheese,Non Veg
652,39,2,Buffalo Mac & Cheese,Non Veg
364,39,2,Buffalo Mac & Cheese,Non Veg
351,39,1,Buffalo Mac & Cheese,Non Veg
1066,39,4,Buffalo Mac & Cheese,Non Veg
1233,39,4,Buffalo Mac & Cheese,Non Veg
704,39,1,Buffalo Mac & Cheese,Non Veg
1542,39,4,Buffalo Mac & Cheese,Non Veg
146,39,1,Buffalo Mac & Cheese,Non Veg
1012,39,1,Buffalo Mac & Cheese,Non Veg
493,39,3,Buffalo Mac & Cheese,Non Veg
74,39,3,Buffalo Mac & Cheese,Non Veg
1623,39,2,Buffalo Mac & Cheese,Non Veg
450,39,2,Buffalo Mac & Cheese,Non Veg
991,39,1,Buffalo Mac & Cheese,Non Veg
1675,39,3,Buffalo Mac & Cheese,Non Veg
141,39,3,Buffalo Mac & Cheese,Non Veg
852,39,4,Buffalo Mac & Cheese,Non Veg
197,39,4,Buffalo Mac & Cheese,Non Veg
88,39,2,Buffalo Mac & Cheese,Non Veg
1425,39,3,Buffalo Mac & Cheese,Non Veg
1225,39,4,Buffalo Mac & Cheese,Non Veg
362,39,3,Buffalo Mac & Cheese,Non Veg
1951,39,4,Buffalo Mac & Cheese,Non Veg
922,39,3,Buffalo Mac & Cheese,Non Veg
943,39,4,Buffalo Mac & Cheese,Non Veg
1676,39,1,Buffalo Mac & Cheese,Non Veg
1945,39,4,Buffalo Mac & Cheese,Non Veg
549,39,2,Buffalo Mac & Cheese,Non Veg
1910,39,4,Buffalo Mac & Cheese,Non Veg
258,39,2,Buffalo Mac & Cheese,Non Veg
544,39,1,Buffalo Mac & Cheese,Non Veg
1240,39,2,Buffalo Mac & Cheese,Non Veg
647,39,3,Buffalo Mac & Cheese,Non Veg
1176,39,2,Buffalo Mac & Cheese,Non Veg
66,39,3,Buffalo Mac & Cheese,Non Veg
999,39,3,Buffalo Mac & Cheese,Non Veg
1471,39,1,Buffalo Mac & Cheese,Non Veg
1101,39,1,Buffalo Mac & Cheese,Non Veg
644,39,3,Buffalo Mac & Cheese,Non Veg
1469,39,2,Buffalo Mac & Cheese,Non Veg
1391,39,4,Buffalo Mac & Cheese,Non Veg
317,39,3,Buffalo Mac & Cheese,Non Veg
90,39,2,Buffalo Mac & Cheese,Non Veg
1265,39,2,Buffalo Mac & Cheese,Non Veg
561,39,3,Buffalo Mac & Cheese,Non Veg
1919,39,3,Buffalo Mac & Cheese,Non Veg
1157,39,1,Buffalo Mac & Cheese,Non Veg
228,39,2,Buffalo Mac & Cheese,Non Veg
733,39,1,Buffalo Mac & Cheese,Non Veg
769,39,4,Buffalo Mac & Cheese,Non Veg
1930,39,1,Buffalo Mac & Cheese,Non Veg
1219,39,4,Buffalo Mac & Cheese,Non Veg
48,39,1,Buffalo Mac & Cheese,Non Veg
229,39,2,Buffalo Mac & Cheese,Non Veg
857,39,1,Buffalo Mac & Cheese,Non Veg
1165,39,1,Buffalo Mac & Cheese,Non Veg
585,39,1,Buffalo Mac & Cheese,Non Veg
365,39,2,Buffalo Mac & Cheese,Non Veg
1058,39,4,Buffalo Mac & Cheese,Non Veg
1609,39,2,Buffalo Mac & Cheese,Non Veg
1008,39,4,Buffalo Mac & Cheese,Non Veg
503,39,3,Buffalo Mac & Cheese,Non Veg
1098,39,1,Buffalo Mac & Cheese,Non Veg
924,39,1,Buffalo Mac & Cheese,Non Veg
1155,39,3,Buffalo Mac & Cheese,Non Veg
1669,39,4,Buffalo Mac & Cheese,Non Veg
203,39,3,Buffalo Mac & Cheese,Non Veg
1851,39,4,Buffalo Mac & Cheese,Non Veg
954,39,3,Buffalo Mac & Cheese,Non Veg
1783,39,1,Buffalo Mac & Cheese,Non Veg
1824,39,3,Buffalo Mac & Cheese,Non Veg
1039,39,3,Buffalo Mac & Cheese,Non Veg
637,39,2,Buffalo Mac & Cheese,Non Veg
1731,39,2,Buffalo Mac & Cheese,Non Veg
1124,39,2,Buffalo Mac & Cheese,Non Veg
1153,39,2,Buffalo Mac & Cheese,Non Veg
770,39,2,Buffalo Mac & Cheese,Non Veg
183,39,2,Buffalo Mac & Cheese,Non Veg
1166,39,4,Buffalo Mac & Cheese,Non Veg
1458,39,1,Buffalo Mac & Cheese,Non Veg
1154,39,4,Buffalo Mac & Cheese,Non Veg
962,39,1,Buffalo Mac & Cheese,Non Veg
425,39,1,Buffalo Mac & Cheese,Non Veg
345,39,1,Buffalo Mac & Cheese,Non Veg
199,39,2,Buffalo Mac & Cheese,Non Veg
1520,39,3,Buffalo Mac & Cheese,Non Veg
1690,39,3,Buffalo Mac & Cheese,Non Veg
1747,39,4,Buffalo Mac & Cheese,Non Veg
1133,39,2,Buffalo Mac & Cheese,Non Veg
117,39,3,Buffalo Mac & Cheese,Non Veg
67,39,1,Buffalo Mac & Cheese,Non Veg
1039,39,2,Buffalo Mac & Cheese,Non Veg
1961,39,4,Buffalo Mac & Cheese,Non Veg
637,39,2,Buffalo Mac & Cheese,Non Veg
1426,39,2,Buffalo Mac & Cheese,Non Veg
1874,39,1,Buffalo Mac & Cheese,Non Veg
1526,39,4,Buffalo Mac & Cheese,Non Veg
16,39,3,Buffalo Mac & Cheese,Non Veg
1405,39,3,Buffalo Mac & Cheese,Non Veg
797,39,3,Buffalo Mac & Cheese,Non Veg
1592,39,3,Buffalo Mac & Cheese,Non Veg
1411,39,2,Buffalo Mac & Cheese,Non Veg
901,39,2,Buffalo Mac & Cheese,Non Veg
1009,39,3,Buffalo Mac & Cheese,Non Veg
616,39,3,Buffalo Mac & Cheese,Non Veg
150,39,2,Buffalo Mac & Cheese,Non Veg
865,39,3,Buffalo Mac & Cheese,Non Veg
1216,39,1,Buffalo Mac & Cheese,Non Veg
879,39,3,Buffalo Mac & Cheese,Non Veg
1490,39,1,Buffalo Mac & Cheese,Non Veg
1148,39,2,Buffalo Mac & Cheese,Non Veg
1179,39,2,Buffalo Mac & Cheese,Non Veg
1346,39,1,Buffalo Mac & Cheese,Non Veg
1153,39,3,Buffalo Mac & Cheese,Non Veg
471,25,1,Fruit Punch Slushie,Drinks
140,25,3,Fruit Punch Slushie,Drinks
1003,25,1,Fruit Punch Slushie,Drinks
