,userID,itemID,rating
144,1294,12,1
145,1234,10,4
146,717,35,4
147,1056,36,3
148,1423,38,2
149,1453,36,3
150,606,12,4
151,1693,16,3
152,641,25,2
153,1355,28,2
154,329,30,4
155,198,46,3
156,856,13,3
157,738,29,2
158,491,45,2
159,163,33,2
160,674,24,4
161,1171,4,4
162,26,3,4
163,1667,23,4
164,1259,39,4
165,334,9,3
166,407,26,2
167,1201,42,3
168,11,47,4
169,900,48,3
170,1429,20,4
171,1623,45,3
172,899,3,3
173,1198,33,3
174,351,48,4
175,62,48,3
176,709,12,2
177,1175,45,4
178,1954,43,2
179,866,23,4
180,14,29,3
181,1591,29,1
182,718,46,1
183,796,26,2
184,653,26,2
185,1471,24,1
186,1870,38,1
187,926,26,2
188,1535,7,3
189,1462,40,3
190,753,48,1
191,1136,36,1
192,1034,34,4
193,796,36,2
194,1947,37,4
195,1578,38,3
196,1474,25,2
197,538,49,3
198,1955,20,2
199,1017,34,4
200,1351,3,3
201,1155,36,4
202,1133,38,3
203,645,49,3
204,1418,24,2
205,1423,36,1
206,1623,23,3
207,1630,26,2
208,1305,40,4
209,764,29,1
210,621,16,2
211,1765,29,2
212,1076,35,4
213,1341,12,3
214,501,37,4
215,15,17,1
216,1133,30,4
217,1580,35,3
218,887,2,1
219,918,11,4
220,1205,47,4
221,223,2,3
222,768,33,4
223,850,6,4
224,629,9,3
225,1417,7,2
226,272,39,2
227,298,25,1
228,1415,18,2
229,259,33,1
230,632,41,1
231,760,18,2
232,1628,47,3
233,1143,29,1
234,1600,21,4
235,219,22,1
236,1624,31,4
237,1911,2,4
238,983,38,1
239,823,19,2
240,1419,1,1
241,171,45,3
242,332,43,1
243,1983,25,1
244,150,24,4
245,113,46,2
246,315,15,3
247,749,29,2
248,828,21,1
249,1351,35,3
250,1605,9,1
251,654,10,1
252,1799,11,3
253,1116,47,3
254,1682,14,1
255,896,48,1
256,322,43,2
257,414,13,2
258,53,9,2
259,618,49,2
260,290,28,4
261,20,12,1
262,1861,19,4
263,743,46,1
264,190,39,4
265,473,47,3
266,1227,38,4
267,1226,13,4
268,1215,43,2
269,483,11,2
270,617,11,3
271,419,10,1
272,1194,47,4
273,1790,13,4
274,145,30,1
275,439,45,4
276,254,31,3
277,890,31,3
278,541,7,1
279,1158,15,3
280,909,10,3
281,441,33,3
282,815,25,4
283,63,9,4
284,1748,45,4
285,1419,4,1
286,371,46,1
287,1933,6,1
288,355,11,2
289,1965,8,4
290,1659,24,4
291,681,49,4
292,1387,19,3
293,1608,25,3
294,1447,44,2
295,1412,40,4
296,780,42,4
297,1792,39,3
298,332,12,2
299,851,44,4
300,1925,38,1
301,1663,44,4
302,1079,44,3
303,421,38,3
304,1772,9,4
305,672,20,4
306,266,13,4
307,1314,12,1
308,838,9,3
309,1815,21,4
310,211,9,4
311,248,5,2
312,1997,7,3
313,1952,16,4
314,1525,38,4
315,1630,5,2
316,252,36,2
317,952,18,4
318,837,37,3
319,1200,45,3
320,867,49,2
321,1391,15,3
322,697,19,3
323,1812,29,4
324,1292,41,1
325,613,11,3
326,39,30,4
327,1252,19,3
328,194,38,3
329,1592,32,2
330,1686,26,4
331,554,27,1
332,582,42,2
333,745,5,3
334,1618,15,4
335,1670,27,3
336,1422,21,3
337,722,16,1
338,1161,26,1
339,803,4,4
340,1449,15,2
341,1271,10,2
342,777,41,3
343,1872,1,2
344,1322,11,2
345,1729,4,3
346,48,1,4
347,1863,10,4
348,1517,4,2
349,374,2,4
350,1778,1,4
351,1095,28,2
352,745,35,3
353,8,9,2
354,1527,12,4
355,1363,14,3
356,832,45,3
357,106,15,2
358,1790,14,1
359,681,10,4
360,846,48,2
361,242,17,4
362,998,18,3
363,415,45,2
364,1860,9,4
365,1893,17,4
366,590,11,4
367,1499,34,3
368,1319,21,4
369,1831,40,3
370,299,32,4
371,795,40,3
372,1401,46,2
373,310,31,1
374,705,40,2
375,496,16,3
376,1325,4,3
377,784,43,3
378,1254,36,3
379,1584,42,3
380,1030,47,4
381,678,45,2
382,1134,49,4
383,1184,16,4
384,161,18,2
385,1446,24,1
386,480,19,2
387,439,48,4
388,624,13,3
389,1248,17,4
390,582,7,4
391,166,14,1
392,1111,6,4
393,1259,18,1
394,1437,27,4
395,405,19,3
396,747,39,2
397,1952,37,4
398,1651,44,4
399,1739,34,3
400,815,24,4
401,207,19,2
402,162,32,1
403,362,10,3
404,94,21,4
405,1763,2,1
406,860,37,2
407,1977,7,2
408,500,23,3
409,1905,15,2
410,699,28,1
411,137,28,3
412,666,34,3
413,1040,49,1
414,145,37,1
415,649,41,4
416,1311,46,2
417,574,42,4
418,143,26,3
419,691,36,2
420,860,33,4
421,103,46,3
422,656,12,2
423,1705,26,4
424,991,5,3
425,1400,18,2
426,134,7,2
427,608,18,3
428,882,8,1
429,323,17,3
430,1645,27,1
431,1396,25,1
432,1332,2,4
433,89,6,3
434,382,9,3
435,1290,21,2
436,1350,14,4
437,485,19,4
438,90,39,2
439,265,2,1
440,1674,45,1
441,1498,22,4
442,668,17,3
443,419,9,4
444,849,41,4
445,1098,15,3
446,21,28,4
447,1667,22,2
448,1525,38,4
449,289,11,2
450,301,42,4
451,385,17,3
452,1234,4,1
453,312,17,2
454,1972,42,3
455,1255,7,2
456,1083,36,4
457,1418,47,2
458,1311,1,3
459,1117,2,3
460,1185,8,4
461,1900,14,1
462,881,36,3
463,1125,16,4
464,263,41,2
465,1000,37,1
466,1178,7,3
467,231,38,1
468,1414,25,2
469,1254,29,1
470,327,36,1
471,808,24,4
472,134,47,3
473,1413,43,4
474,1203,38,1
475,267,47,2
476,1385,29,2
477,370,18,1
478,154,18,3
479,1328,36,4
480,1079,23,3
481,726,10,1
482,1367,45,4
483,361,11,1
484,943,19,4
485,1749,20,1
486,1608,42,3
487,1416,44,1
488,1963,3,2
489,1279,30,1
490,1464,25,4
491,800,28,1
492,179,2,4
493,858,2,2
494,902,42,2
495,428,1,1
496,337,46,4
497,670,36,1
498,1125,37,3
499,1523,7,3
500,986,30,2
501,1497,43,1
502,577,41,4
503,1069,17,2
504,105,25,4
505,1175,15,4
506,926,44,2
507,421,8,4
508,587,16,1
509,732,2,3
510,1615,19,3
511,527,34,2
512,1856,23,1
513,114,20,1
514,346,12,4
515,1940,33,2
516,909,33,3
517,1872,34,1
518,1709,24,1
519,1563,13,4
520,1044,47,1
521,1588,6,4
522,1302,26,3
523,1055,45,3
524,1509,29,1
525,138,7,1
526,1762,31,1
527,1692,28,1
528,1503,45,3
529,1473,8,4
530,530,33,2
531,861,34,3
532,1400,8,2
533,1503,9,4
534,1385,23,3
535,1517,3,2
536,1072,25,1
537,1811,48,3
538,32,17,3
539,1586,18,2
540,798,14,1
541,1997,45,2
542,850,46,1
543,623,46,1
544,1749,15,1
545,1525,29,1
546,1837,8,1
547,1857,24,1
548,351,43,4
549,1226,18,4
550,73,15,4
551,313,33,3
552,1735,30,4
553,1173,5,3
554,674,22,4
555,979,32,2
556,1892,19,4
557,790,18,2
558,405,41,4
559,898,26,3
560,350,47,2
561,794,36,4
562,677,48,4
563,78,33,2
564,820,27,1
565,702,47,3
566,356,35,3
567,1778,39,3
568,534,4,2
569,1122,14,3
570,757,25,3
571,300,10,1
572,267,19,3
573,530,30,4
574,113,12,2
575,317,36,3
576,934,48,1
577,1565,24,3
578,295,2,3
579,979,8,1
580,1675,25,4
581,1593,11,2
582,1886,40,2
583,235,21,3
584,879,41,3
585,33,31,2
586,1384,30,3
587,311,33,4
588,654,16,3
589,254,3,2
590,362,49,2
591,570,29,2
592,1687,18,4
593,460,22,2
594,1027,36,4
595,111,36,3
596,1166,26,1
597,1953,7,1
598,635,2,3
599,543,41,4
600,1975,31,1
601,400,18,2
602,341,39,3
603,662,46,2
604,1320,21,1
605,581,3,3
606,1900,34,1
607,1216,15,3
608,1067,42,4
609,74,20,2
610,1662,2,3
611,504,9,3
612,1106,41,3
613,1583,8,4
614,1761,11,1
615,651,4,4
616,175,12,2
617,1596,22,2
618,1733,8,1
619,444,3,4
620,855,2,4
621,216,31,3
622,639,18,4
623,255,31,1
624,1081,46,3
625,380,37,1
626,1999,13,1
627,1213,6,3
628,615,36,4
629,1523,20,2
630,1138,45,4
631,1402,18,2
632,1415,35,3
633,109,40,3
634,1027,26,3
635,1671,14,2
636,347,43,1
637,27,30,2
638,1667,1,4
639,1970,44,4
640,1267,44,4
641,672,31,1
642,569,34,3
643,1011,1,3
644,1277,40,3
645,782,1,2
646,249,23,3
647,867,20,2
648,1194,34,3
649,921,1,3
650,1807,12,1
651,1387,7,1
652,1788,39,4
653,337,31,4
654,1979,7,4
655,1385,22,2
656,408,28,1
657,1315,47,2
658,756,37,3
659,120,11,4
660,1578,31,1
661,1419,41,3
662,826,26,3
663,1442,35,3
664,260,33,3
665,1814,37,4
666,581,34,3
667,1209,32,3
668,1415,36,2
669,1738,43,2
670,156,3,2
671,1325,25,4
672,441,47,2
673,1303,12,4
674,822,28,2
675,1467,5,3
676,207,25,3
677,176,37,2
678,1224,23,3
679,1025,17,2
680,1200,29,4
681,1516,21,2
682,406,48,4
683,1172,44,4
684,1846,46,2
685,1261,15,1
686,1164,38,1
687,923,22,1
688,1893,22,2
689,666,3,2
690,546,12,4
691,83,2,4
692,1566,49,1
693,1546,42,2
694,1890,17,4
695,506,19,4
696,837,3,1
697,1317,36,1
698,1722,1,3
699,1287,30,1
700,171,23,1
701,1880,24,3
702,97,43,1
703,1667,44,1
704,274,30,4
705,410,34,2
706,1777,12,2
707,467,17,1
708,1876,5,3
709,713,17,3
710,658,41,3
711,931,13,4
712,1022,49,3
713,1188,13,2
714,1965,3,1
715,178,38,4
716,501,4,3
717,984,45,4
718,635,8,2
719,1894,32,4
720,1798,29,3
721,99,28,3
722,1278,36,4
723,1896,20,1
724,782,37,2
725,247,49,4
726,1649,21,4
727,634,30,1
728,1916,41,1
729,958,44,3
730,534,13,2
731,1736,19,3
732,876,27,1
733,1126,48,2
734,1998,22,3
735,706,16,1
736,625,35,1
737,1426,28,2
738,1405,36,4
739,1494,42,1
740,209,38,3
741,1605,7,4
742,504,48,4
743,655,27,1
744,1732,38,4
745,381,5,4
746,1335,27,3
747,334,1,4
748,1044,34,3
749,1367,22,4
750,1214,3,2
751,205,4,2
752,1959,26,2
753,390,37,3
754,676,38,3
755,820,32,3
756,1731,28,4
757,1654,10,4
758,1050,40,3
759,1909,15,2
760,1939,42,3
761,1338,2,4
762,1827,14,1
763,503,35,1
764,838,25,3
765,437,27,1
766,570,30,4
767,600,32,3
768,1515,37,4
769,679,47,2
770,959,11,3
771,1204,26,1
772,724,15,3
773,1525,34,4
774,1445,35,4
775,392,1,4
776,603,29,1
777,1338,40,4
778,481,40,2
779,1721,39,2
780,974,48,4
781,1452,26,4
782,949,27,4
783,1266,34,4
784,1963,45,3
785,941,15,4
786,736,27,3
787,734,38,1
788,739,11,1
789,1140,36,1
790,1620,2,2
791,239,27,3
792,1432,28,2
793,839,35,4
794,1187,5,1
795,395,39,3
796,464,41,4
797,776,25,4
798,1457,39,3
799,15,25,4
800,1620,42,1
801,910,33,1
802,582,20,3
803,1671,18,3
804,1220,32,1
805,894,31,4
806,1761,42,3
807,596,17,3
808,1524,45,4
809,104,32,4
810,1338,37,1
811,1049,40,2
812,1252,33,4
813,396,41,4
814,1310,46,1
815,591,21,3
816,133,16,1
817,1633,45,3
818,87,32,4
819,1951,15,4
820,996,25,3
821,131,44,2
822,1312,42,3
823,841,47,2
824,664,21,1
825,184,4,1
826,623,41,1
827,1751,2,4
828,1973,12,3
829,622,49,1
830,569,35,2
831,121,14,2
832,970,5,1
833,707,45,2
834,26,27,3
835,1326,12,2
836,129,14,4
837,1371,22,2
838,550,20,1
839,345,23,3
840,1369,1,1
841,536,16,3
842,346,27,2
843,1204,11,3
844,1355,35,4
845,1783,39,4
846,1457,13,1
847,780,45,1
848,309,1,2
849,19,1,2
850,194,43,3
851,1747,36,1
852,770,16,3
853,1503,3,2
854,315,29,2
855,525,22,1
856,1355,17,3
857,226,45,4
858,53,41,2
859,22,31,4
860,791,19,3
861,1651,35,1
862,203,48,3
863,1704,20,2
864,1102,30,3
865,1337,7,2
866,1095,20,3
867,1960,2,3
868,1763,8,3
869,374,19,2
870,809,27,2
871,679,42,4
872,866,31,1
873,481,12,3
874,186,42,4
875,991,9,3
876,199,40,2
877,1680,22,3
878,353,28,4
879,1855,20,4
880,107,15,3
881,1758,41,2
882,1186,33,4
883,1427,38,2
884,49,19,1
885,1441,7,3
886,1463,20,3
887,1055,36,2
888,1245,10,1
889,1673,28,2
890,1022,45,1
891,522,41,3
892,911,11,3
893,1551,37,1
894,997,33,2
895,757,41,4
896,551,12,4
897,834,11,3
898,1875,16,3
899,977,19,4
900,111,39,3
901,1932,8,1
902,112,21,4
903,1746,15,4
904,1744,4,4
905,1242,9,1
906,1100,30,4
907,1893,10,4
908,202,34,4
909,806,24,2
910,826,11,2
911,253,17,2
912,542,24,1
913,196,48,1
914,188,32,2
915,1876,15,2
916,1852,33,4
917,1295,23,3
918,1707,47,1
919,719,45,1
920,1549,5,3
921,1062,11,1
922,283,31,1
923,502,46,4
924,84,13,3
925,107,26,1
926,1861,9,4
927,681,49,1
928,1302,6,2
929,597,30,1
930,1647,6,3
931,692,19,4
932,1718,35,4
933,475,2,3
934,876,18,2
935,1737,24,2
936,1843,12,3
937,1913,23,2
938,913,27,4
939,437,41,4
940,1554,47,4
941,1241,24,2
942,748,25,4
943,549,8,4
944,268,16,2
945,1956,31,3
946,1606,46,4
947,548,46,3
948,1285,37,3
949,1000,36,1
950,1186,49,4
951,1066,40,4
952,949,8,2
953,1595,22,2
954,1596,20,1
955,389,8,2
956,1175,30,1
957,1470,22,3
958,80,5,2
959,1061,9,2
960,1802,26,2
961,1202,24,3
962,1987,34,2
963,1560,7,4
964,912,34,2
965,38,23,1
966,507,15,1
967,841,5,4
968,1196,40,4
969,1406,11,1
970,1032,24,1
971,157,20,4
972,1013,29,1
973,341,3,3
974,1425,10,1
975,1318,34,3
976,622,11,3
977,1166,3,4
978,1676,30,3
979,112,32,1
980,904,7,4
981,1231,36,3
982,583,23,4
983,384,1,4
984,610,15,3
985,724,46,4
986,1436,30,3
987,1945,27,3
988,688,23,1
989,1606,19,2
990,460,6,4
991,227,46,2
992,138,9,1
993,681,15,4
994,993,45,4
995,1445,16,3
996,559,10,1
997,1288,9,3
998,1284,24,4
999,633,34,4
1000,130,2,2
1001,868,30,1
1002,819,33,1
1003,757,23,2
1004,1138,20,1
1005,535,16,4
1006,1919,43,2
1007,574,44,4
1008,1381,46,3
1009,986,32,4
1010,1976,41,3
1011,180,25,3
1012,1613,1,1
1013,172,24,2
1014,1842,2,2
1015,1821,15,2
1016,727,16,2
1017,1377,32,1
1018,71,49,2
1019,1303,17,1
1020,1477,40,3
1021,1079,30,1
1022,309,2,4
1023,1029,38,3
1024,1491,46,4
1025,856,41,3
1026,1367,20,1
1027,1580,18,2
1028,1772,44,1
1029,1212,41,3
1030,231,15,4
1031,902,9,2
1032,1597,9,4
1033,508,14,3
1034,1526,37,2
1035,1822,14,1
1036,368,12,2
1037,1456,44,4
1038,920,7,4
1039,1659,13,3
1040,1915,49,1
1041,376,31,4
1042,420,22,3
1043,1213,47,2
1044,897,13,4
1045,470,32,1
1046,1720,46,1
1047,1139,35,3
1048,1821,49,1
1049,716,3,4
1050,1536,12,2
1051,48,22,3
1052,178,14,3
1053,482,17,4
1054,899,18,3
1055,1896,44,2
1056,1008,21,3
1057,653,7,1
1058,1792,2,4
1059,951,49,4
1060,501,18,4
1061,526,13,1
1062,1802,12,3
1063,1501,37,3
1064,432,11,4
1065,54,20,3
1066,1234,49,2
1067,387,4,2
1068,1901,49,4
1069,1966,32,4
1070,1893,10,3
1071,1057,40,3
1072,1412,11,3
1073,274,15,1
1074,81,8,2
1075,525,20,4
1076,861,24,3
1077,1376,45,2
1078,747,14,4
1079,278,28,2
1080,1296,7,1
1081,1612,8,3
1082,380,25,3
1083,26,41,4
1084,1944,47,4
1085,615,34,1
1086,1445,31,4
1087,250,17,2
1088,1481,21,3
1089,479,43,4
1090,1331,8,1
1091,300,32,3
1092,897,15,2
1093,1771,48,4
1094,1289,28,1
1095,104,19,4
1096,1636,24,1
1097,879,44,2
1098,947,30,4
1099,1445,23,4
1100,946,28,1
1101,179,10,4
1102,179,48,2
1103,559,14,3
1104,1317,23,1
1105,332,30,1
1106,1288,29,3
1107,1194,26,1
1108,230,23,3
1109,1246,18,1
1110,1801,10,3
1111,1157,4,4
1112,1399,48,1
1113,776,23,3
1114,1578,14,1
1115,574,7,2
1116,437,30,1
1117,1266,8,2
1118,946,14,2
1119,1598,8,1
1120,13,15,1
1121,863,13,1
1122,701,14,4
1123,1827,31,2
1124,34,20,3
1125,1370,20,4
1126,1780,32,2
1127,1609,45,1
1128,1180,36,4
1129,1211,13,4
1130,1591,9,1
1131,122,37,3
1132,1362,14,2
1133,448,39,3
1134,889,16,2
1135,384,20,2
1136,1782,32,1
1137,9,4,2
1138,1629,7,1
1139,1170,49,3
1140,1687,22,2
1141,1512,18,4
1142,1732,17,1
1143,1475,26,2
1144,1787,44,4
1145,252,7,2
1146,665,33,2
1147,741,24,4
1148,997,36,2
1149,885,12,1
1150,1877,30,2
1151,1239,6,1
1152,1300,47,2
1153,550,27,3
1154,228,21,4
1155,1413,38,2
1156,772,26,1
1157,1070,43,1
1158,539,16,3
1159,734,15,3
1160,791,32,4
1161,1054,18,4
1162,785,6,4
1163,1343,44,3
1164,1257,15,1
1165,1200,46,4
1166,1481,22,1
1167,1900,48,4
1168,134,30,1
1169,1388,1,4
1170,899,40,3
1171,277,8,1
1172,888,19,1
1173,597,28,4
1174,587,9,2
1175,895,19,4
1176,714,33,3
1177,823,15,4
1178,1203,26,1
1179,1268,26,4
1180,66,40,3
1181,1222,8,2
1182,284,4,2
1183,1672,15,4
1184,924,49,4
1185,308,37,4
1186,1561,38,4
1187,396,5,3
1188,879,23,1
1189,1775,43,1
1190,1014,6,3
1191,364,42,4
1192,1890,4,2
1193,1765,2,2
1194,816,20,2
1195,1193,31,4
1196,1499,1,1
1197,760,4,4
1198,589,39,4
1199,1533,22,1
1200,77,6,1
1201,1723,25,1
1202,1060,19,3
1203,506,36,3
1204,1937,12,2
1205,37,33,1
1206,1346,7,1
1207,210,45,2
1208,378,49,4
1209,544,18,1
1210,1688,5,1
1211,984,15,3
1212,1788,9,2
1213,885,23,2
1214,91,33,4
1215,873,5,2
1216,1296,2,3
1217,1230,40,1
1218,1973,48,3
1219,1538,20,4
1220,1762,29,1
1221,1747,19,1
1222,1504,13,3
1223,1093,48,3
1224,1187,13,1
1225,201,8,4
1226,124,35,1
1227,1004,25,2
1228,548,24,1
1229,1582,21,1
1230,416,9,1
1231,38,46,2
1232,634,5,2
1233,1754,44,3
1234,127,25,2
1235,1017,7,1
1236,1341,48,2
1237,1047,8,3
1238,1781,17,2
1239,1893,32,1
1240,455,25,3
1241,1157,47,2
1242,312,6,3
1243,68,19,4
1244,1728,23,4
1245,290,31,3
1246,898,8,1
1247,1924,18,1
1248,1005,31,2
1249,1727,14,3
1250,827,27,2
1251,177,9,4
1252,396,10,1
1253,315,28,3
1254,216,35,2
1255,272,40,3
1256,244,5,1
1257,1017,47,2
1258,71,7,3
1259,1891,24,1
1260,525,27,1
1261,1161,15,4
1262,1555,47,4
1263,1103,33,3
1264,1119,29,4
1265,336,2,2
1266,449,5,2
1267,775,24,3
1268,1763,38,3
1269,155,12,4
1270,1477,2,2
1271,1962,18,2
1272,1754,37,3
1273,631,24,2
1274,1382,19,1
1275,879,29,2
1276,113,46,4
1277,800,18,4
1278,562,17,3
1279,1224,18,4
1280,317,24,2
1281,731,29,3
1282,419,36,2
1283,565,31,4
1284,1519,14,1
1285,1615,24,1
1286,80,30,2
1287,1435,23,1
1288,523,19,2
1289,289,11,4
1290,1491,15,3
1291,1633,47,1
1292,1782,4,3
1293,299,5,2
1294,1421,39,1
1295,1753,33,3
1296,606,2,1
1297,732,10,1
1298,1719,28,4
1299,1645,3,3
1300,1464,33,3
1301,1147,40,2
1302,1429,9,2
1303,99,41,1
1304,285,34,3
1305,1578,25,1
1306,921,42,3
1307,704,23,3
1308,600,41,3
1309,909,16,2
1310,954,5,1
1311,520,3,1
1312,718,39,4
1313,1582,49,2
1314,1363,45,3
1315,1477,23,1
1316,1394,39,2
1317,1385,5,3
1318,471,34,1
1319,225,19,4
1320,1052,11,3
1321,1109,37,1
1322,369,27,4
1323,1896,3,4
1324,1636,12,4
1325,219,25,4
1326,1230,4,2
1327,1132,2,3
1328,479,14,2
1329,1253,29,3
1330,739,25,2
1331,247,29,1
1332,989,20,2
1333,590,8,3
1334,883,1,1
1335,494,25,1
1336,1368,35,4
1337,1292,49,2
1338,615,43,4
1339,400,23,2
1340,176,1,1
1341,1106,10,4
1342,1771,14,2
1343,710,9,2
1344,289,26,3
1345,747,37,2
1346,1117,25,4
1347,920,49,1
1348,103,8,3
1349,1398,33,1
1350,335,36,2
1351,1699,18,1
1352,1823,14,4
1353,586,9,3
1354,941,40,4
1355,381,38,2
1356,1682,47,4
1357,877,34,4
1358,1792,1,1
1359,1752,28,2
1360,1560,41,4
1361,1308,12,2
1362,1687,16,1
1363,1370,3,3
1364,842,48,2
1365,1194,9,3
1366,363,47,1
1367,1626,48,3
1368,1303,29,4
1369,143,39,4
1370,1438,21,3
1371,1218,11,4
1372,1380,28,3
1373,854,44,3
1374,34,37,4
1375,384,46,4
1376,1922,47,2
1377,617,3,1
1378,1278,31,4
1379,1676,11,4
1380,192,1,3
1381,1372,18,2
1382,392,48,2
1383,355,3,3
1384,1848,14,3
1385,607,20,1
1386,444,4,4
1387,1611,46,4
1388,1116,25,4
1389,1190,45,1
1390,385,28,1
1391,1532,41,1
1392,319,48,4
1393,1767,26,1
1394,1247,25,1
1395,56,25,1
1396,989,20,1
1397,1102,14,3
1398,244,19,1
1399,574,22,2
1400,538,16,4
1401,1249,32,2
1402,1963,5,4
1403,79,23,1
1404,968,48,3
1405,974,36,4
1406,161,21,4
1407,1796,42,2
1408,1874,18,1
1409,1317,4,3
1410,204,14,2
1411,601,14,1
1412,1551,12,4
1413,417,19,4
1414,214,13,4
1415,1952,10,1
1416,104,11,1
1417,1542,29,3
1418,1674,10,1
1419,1671,48,2
1420,1181,3,1
1421,537,43,3
1422,1079,34,4
1423,453,6,3
1424,576,43,4
1425,1626,18,4
1426,473,35,2
1427,605,7,3
1428,1337,43,4
1429,1392,15,1
1430,1851,15,3
1431,147,1,1
1432,789,15,3
1433,1202,5,4
1434,962,1,1
1435,1045,23,4
1436,1171,25,2
1437,390,24,1
1438,321,40,1
1439,1021,2,4
1440,191,16,2
1441,1570,14,1
1442,1107,43,2
1443,938,18,3
1444,1420,45,3
1445,3,5,2
1446,735,26,4
1447,826,22,4
1448,473,24,3
1449,1364,10,4
1450,451,8,2
1451,618,29,1
1452,1049,24,4
1453,1450,19,1
1454,1939,47,2
1455,890,43,1
1456,105,31,2
1457,1796,36,2
1458,599,17,1
1459,731,38,4
1460,422,13,3
1461,378,49,3
1462,149,47,3
1463,677,37,3
1464,107,28,3
1465,844,43,3
1466,767,24,3
1467,1711,49,1
1468,1243,17,1
1469,544,11,4
1470,1172,36,1
1471,1740,27,2
1472,1174,12,1
1473,1033,14,4
1474,1176,40,2
1475,1485,10,2
1476,455,9,1
1477,94,40,1
1478,1521,24,1
1479,591,36,1
1480,1302,30,4
1481,213,22,1
1482,560,1,3
1483,1503,31,1
1484,968,33,3
1485,1520,43,1
1486,53,12,3
1487,1013,34,3
1488,1536,32,1
1489,98,13,2
1490,155,44,1
1491,1061,9,3
1492,1578,4,1
1493,145,30,1
1494,600,26,1
1495,1467,2,2
1496,1602,47,3
1497,39,39,1
1498,107,29,4
1499,1819,31,1
1500,579,20,3
1501,723,7,4
1502,1528,31,3
1503,946,41,2
1504,460,9,4
1505,362,32,1
1506,787,23,2
1507,388,47,4
1508,624,42,4
1509,1969,15,4
1510,145,31,4
1511,1537,35,2
1512,1909,34,4
1513,1248,43,2
1514,958,7,1
1515,1568,34,3
1516,1382,17,2
1517,1654,24,1
1518,1798,22,2
1519,1920,6,1
1520,1583,47,2
1521,841,28,4
1522,944,21,3
1523,855,40,3
1524,803,9,2
1525,1307,41,2
1526,377,40,2
1527,1129,16,2
1528,1405,12,4
1529,753,47,1
1530,1987,38,3
1531,777,35,3
1532,1887,14,2
1533,1703,29,1
1534,1877,6,3
1535,1058,15,2
1536,628,12,1
1537,314,10,1
1538,1248,36,4
1539,823,17,1
1540,1578,1,4
1541,89,29,4
1542,1271,10,1
1543,1643,35,4
1544,941,37,2
1545,1384,3,3
1546,1396,27,2
1547,537,38,3
1548,146,9,4
1549,1638,37,2
1550,992,12,4
1551,1309,36,4
1552,562,38,1
1553,931,9,3
1554,1761,18,4
1555,1905,1,2
1556,376,43,3
1557,1257,27,1
1558,1823,16,2
1559,1876,21,4
1560,1028,20,3
1561,51,28,4
1562,1819,2,3
1563,75,31,2
1564,133,46,2
1565,343,45,4
1566,1014,32,1
1567,886,8,4
1568,960,20,4
1569,553,44,1
1570,1744,21,3
1571,928,20,4
1572,367,3,4
1573,586,43,1
1574,1787,23,4
1575,215,47,3
1576,1936,24,3
1577,644,39,2
