userID,itemID,rating,category
34,26,4,Drinks
35,27,2,Bakery
35,33,4,SeaFood
35,33,2,SeaFood
35,41,3,Veg
35,8,3,Drinks
35,35,4,SeaFood
36,28,1,Drinks
36,7,1,Drinks
37,28,1,Drinks
37,4,1,Non Veg
37,33,1,SeaFood
37,1,4,EggFood
38,16,2,Drinks
38,9,4,Drinks
38,28,3,Drinks
38,23,1,Veg
38,7,1,Drinks
38,46,2,Veg
39,39,1,Non Veg
39,25,3,Drinks
39,27,4,Bakery
39,2,4,Non Veg
39,30,4,SeaFood
39,10,3,Drinks
39,7,4,Drinks
39,36,2,SeaFood
40,42,4,Non Veg
40,34,2,SeaFood
40,48,3,Bakery
40,37,3,Veg
40,7,4,Drinks
40,41,4,Veg
40,41,2,Veg
41,2,2,Non Veg
41,20,1,Veg
41,49,4,Non Veg
41,8,1,Drinks
42,6,3,EggFood
42,22,1,Veg
42,19,1,Non Veg
42,21,1,Veg
42,7,2,Drinks
42,7,4,Drinks
42,36,2,SeaFood
43,16,3,Drinks
43,21,3,Veg
43,36,3,SeaFood
43,36,4,SeaFood
43,26,2,Drinks
44,32,1,SeaFood
44,44,4,Non Veg
45,16,2,Drinks
45,17,4,Bakery
45,23,1,Veg
45,4,4,Non Veg
45,46,4,Veg
45,18,1,Bakery
46,27,1,Bakery
47,27,2,Bakery
47,17,4,Bakery
47,45,1,Non Veg
47,41,3,Veg
47,35,4,SeaFood
47,29,2,Non Veg
48,22,3,Veg
48,22,4,Veg
48,39,1,Non Veg
48,19,4,Non Veg
48,10,1,Drinks
48,46,2,Veg
48,33,3,SeaFood
48,18,2,Bakery
48,1,4,EggFood
48,11,4,Drinks
49,19,1,Non Veg
49,47,1,Veg
49,28,2,Drinks
50,20,1,Veg
50,15,3,Drinks
50,33,4,SeaFood
51,21,1,Veg
51,48,2,Bakery
51,28,4,Drinks
51,33,1,SeaFood
51,41,3,Veg
51,13,4,Drinks
51,29,3,Non Veg
51,11,4,Drinks
52,9,3,Drinks
52,42,2,Non Veg
52,30,4,SeaFood
52,7,3,Drinks
52,32,2,SeaFood
52,46,2,Veg
53,9,2,Drinks
53,38,1,Non Veg
53,12,3,Drinks
53,7,1,Drinks
53,41,2,Veg
53,41,3,Veg
53,13,4,Drinks
53,8,4,Drinks
54,17,1,Bakery
54,3,3,Non Veg
54,38,4,Non Veg
54,2,1,Non Veg
54,4,4,Non Veg
54,24,4,Veg
54,20,3,Veg
55,38,2,Non Veg
55,7,1,Drinks
55,13,2,Drinks
56,25,1,Drinks
56,48,3,Bakery
56,41,2,Veg
56,41,1,Veg
57,9,4,Drinks
57,42,3,Non Veg
57,10,1,Drinks
57,24,2,Veg
58,25,1,Drinks
58,17,2,Bakery
58,10,2,Drinks
58,24,4,Veg
58,40,2,Veg
59,22,3,Veg
59,25,4,Drinks
59,34,2,SeaFood
59,20,2,Veg
59,41,1,Veg
60,6,1,EggFood
60,30,4,SeaFood
60,20,2,Veg
61,16,1,Drinks
61,9,3,Drinks
61,3,2,Non Veg
61,41,2,Veg
61,8,1,Drinks
61,1,2,EggFood
62,9,4,Drinks
62,3,2,Non Veg
62,48,3,Bakery
62,48,2,Bakery
62,28,2,Drinks
62,20,4,Veg
62,41,1,Veg
62,1,3,EggFood
63,16,3,Drinks
63,9,4,Drinks
63,14,1,Drinks
63,2,4,Non Veg
63,49,4,Non Veg
63,5,1,Non Veg
63,33,2,SeaFood
63,45,3,Non Veg
64,34,3,SeaFood
64,48,4,Bakery
64,23,4,Veg
65,37,1,Veg
65,24,2,Veg
66,22,3,Veg
66,39,3,Non Veg
66,9,1,Drinks
66,12,3,Drinks
66,20,3,Veg
66,44,1,Non Veg
66,40,3,Veg
67,39,1,Non Veg
67,16,4,Drinks
67,9,2,Drinks
67,34,4,SeaFood
67,44,3,Non Veg
67,18,1,Bakery
68,6,3,EggFood
68,19,4,Non Veg
68,28,1,Drinks
68,35,4,SeaFood
68,35,3,SeaFood
69,22,4,Veg
69,42,4,Non Veg
69,14,3,Drinks
69,44,4,Non Veg
69,15,1,Drinks
69,36,1,SeaFood
69,26,4,Drinks
70,28,3,Drinks
70,31,2,Non Veg
70,11,1,Drinks
70,11,1,Drinks
71,22,4,Veg
71,9,1,Drinks
71,3,3,Non Veg
71,7,3,Drinks
71,7,4,Drinks
71,49,2,Non Veg
71,32,3,SeaFood
71,33,2,SeaFood
71,45,4,Non Veg
71,11,3,Drinks
72,25,2,Drinks
72,14,1,Drinks
72,12,3,Drinks
72,15,3,Drinks
72,36,1,SeaFood
73,3,1,Non Veg
73,34,2,SeaFood
73,21,1,Veg
73,15,4,Drinks
73,13,1,Drinks
73,11,1,Drinks
74,39,3,Non Veg
74,17,1,Bakery
74,17,2,Bakery
74,20,2,Veg
74,45,2,Non Veg
74,41,3,Veg
74,36,2,SeaFood
74,35,1,SeaFood
74,26,1,Drinks
75,10,1,Drinks
75,31,2,Non Veg
76,17,2,Bakery
76,14,4,Drinks
76,10,1,Drinks
76,44,2,Non Veg
76,1,4,EggFood
77,6,1,EggFood
77,22,1,Veg
77,43,3,Veg
77,24,4,Veg
77,13,4,Drinks
77,31,4,Non Veg
78,14,4,Drinks
78,33,2,SeaFood
78,36,4,SeaFood
78,18,4,Bakery
78,35,2,SeaFood
78,35,2,SeaFood
79,38,2,Non Veg
79,23,1,Veg
79,13,4,Drinks
79,11,1,Drinks
80,22,1,Veg
80,3,1,Non Veg
80,42,2,Non Veg
80,30,2,SeaFood
80,32,2,SeaFood
80,5,2,Non Veg
81,3,3,Non Veg
81,44,2,Non Veg
81,8,2,Drinks
81,11,1,Drinks
82,23,3,Veg
82,15,1,Drinks
82,8,1,Drinks
82,29,1,Non Veg
83,22,1,Veg
83,38,2,Non Veg
83,2,4,Non Veg
84,9,2,Drinks
84,28,4,Drinks
84,13,3,Drinks
84,1,4,EggFood
85,14,4,Drinks
85,31,1,Non Veg
86,6,2,EggFood
86,6,1,EggFood
86,25,4,Drinks
86,37,3,Veg
86,24,2,Veg
86,1,4,EggFood
86,29,1,Non Veg
87,17,4,Bakery
87,32,4,SeaFood
87,8,1,Drinks
87,29,3,Non Veg
88,39,2,Non Veg
88,27,3,Bakery
88,17,4,Bakery
88,7,2,Drinks
88,36,3,SeaFood
89,6,3,EggFood
89,19,3,Non Veg
89,14,2,Drinks
89,18,1,Bakery
89,18,1,Bakery
89,29,4,Non Veg
90,39,2,Non Veg
90,39,2,Non Veg
90,14,3,Drinks
90,37,2,Veg
90,26,1,Drinks
91,27,1,Bakery
91,23,2,Veg
91,37,3,Veg
91,4,2,Non Veg
91,32,1,SeaFood
91,33,4,SeaFood
91,33,4,SeaFood
92,2,2,Non Veg
92,37,4,Veg
92,12,2,Drinks
92,11,1,Drinks
92,11,2,Drinks
93,21,4,Veg
94,22,2,Veg
94,21,4,Veg
94,30,2,SeaFood
94,28,3,Drinks
94,37,4,Veg
94,7,3,Drinks
94,7,3,Drinks
94,24,3,Veg
94,40,1,Veg
94,41,3,Veg
94,8,4,Drinks
94,31,1,Non Veg
95,38,2,Non Veg
95,28,3,Drinks
95,13,3,Drinks
96,25,1,Drinks
96,42,3,Non Veg
96,20,3,Veg
96,33,2,SeaFood
96,35,2,SeaFood
97,43,1,Veg
97,18,2,Bakery
98,19,4,Non Veg
98,49,3,Non Veg
98,33,3,SeaFood
98,13,2,Drinks
98,18,2,Bakery
98,35,2,SeaFood
98,29,3,Non Veg
98,29,3,Non Veg
99,30,2,SeaFood
99,28,3,Drinks
99,12,3,Drinks
99,41,1,Veg
99,18,2,Bakery
99,11,4,Drinks
100,10,4,Drinks
100,12,1,Drinks
100,29,2,Non Veg
101,34,1,SeaFood
101,14,4,Drinks
101,20,3,Veg
101,5,4,Non Veg
101,45,4,Non Veg
102,27,4,Bakery
102,38,4,Non Veg
102,44,3,Non Veg
103,46,3,Veg
103,33,4,SeaFood
103,8,3,Drinks
104,6,3,EggFood
104,19,4,Non Veg
104,23,3,Veg
104,7,2,Drinks
104,32,4,SeaFood
104,11,1,Drinks
105,25,4,Drinks
105,14,3,Drinks
105,48,2,Bakery
105,31,2,Non Veg
106,25,2,Drinks
106,19,4,Non Veg
106,49,2,Non Veg
106,15,2,Drinks
106,41,1,Veg
107,9,2,Drinks
107,28,3,Drinks
107,23,3,Veg
107,15,3,Drinks
107,13,3,Drinks
107,29,4,Non Veg
107,26,1,Drinks
108,16,2,Drinks
108,9,4,Drinks
108,9,1,Drinks
108,40,2,Veg
109,40,3,Veg
110,34,1,SeaFood
110,2,1,Non Veg
110,7,1,Drinks
110,24,3,Veg
110,13,4,Drinks
110,36,1,SeaFood
110,11,3,Drinks
111,39,3,Non Veg
111,19,1,Non Veg
111,47,2,Veg
111,21,3,Veg
111,2,4,Non Veg
111,13,3,Drinks
111,13,1,Drinks
111,36,3,SeaFood
112,21,4,Veg
112,32,1,SeaFood
112,46,3,Veg
112,18,2,Bakery
112,1,1,EggFood
113,16,1,Drinks
113,16,2,Drinks
113,12,2,Drinks
113,49,1,Non Veg
113,46,2,Veg
113,46,4,Veg
113,36,4,SeaFood
113,8,2,Drinks
113,26,1,Drinks
114,9,3,Drinks
114,3,4,Non Veg
114,3,2,Non Veg
114,34,4,SeaFood
114,28,3,Drinks
114,20,1,Veg
114,15,1,Drinks
115,6,3,EggFood
116,47,3,Veg
116,21,4,Veg
116,23,4,Veg
116,31,3,Non Veg
117,39,3,Non Veg
117,16,3,Drinks
117,19,4,Non Veg
117,15,3,Drinks
117,29,3,Non Veg
118,4,2,Non Veg
118,40,2,Veg
118,36,3,SeaFood
119,39,4,Non Veg
119,2,3,Non Veg
119,30,1,SeaFood
119,46,1,Veg
120,22,3,Veg
120,14,1,Drinks
120,37,1,Veg
120,24,1,Veg
120,49,4,Non Veg
120,45,2,Non Veg
120,40,3,Veg
120,11,4,Drinks
121,25,3,Drinks
121,14,2,Drinks
122,17,4,Bakery
122,48,2,Bakery
122,37,3,Veg
122,41,1,Veg
122,13,1,Drinks
122,36,3,SeaFood
122,26,4,Drinks
123,10,1,Drinks
123,32,3,SeaFood
123,31,1,Non Veg
124,35,1,SeaFood
124,26,4,Drinks
125,27,1,Bakery
125,19,3,Non Veg
125,28,2,Drinks
125,37,1,Veg
125,37,4,Veg
125,20,3,Veg
125,45,1,Non Veg
125,26,2,Drinks
126,19,1,Non Veg
126,14,1,Drinks
126,37,4,Veg
126,8,2,Drinks
126,11,2,Drinks
127,25,2,Drinks
127,27,3,Bakery
127,38,1,Non Veg
127,45,2,Non Veg
127,8,1,Drinks
128,42,4,Non Veg
128,34,2,SeaFood
128,23,2,Veg
128,20,4,Veg
128,40,4,Veg
129,14,4,Drinks
129,48,3,Bakery
129,28,1,Drinks
129,49,2,Non Veg
129,41,1,Veg
129,29,3,Non Veg
130,22,4,Veg
130,2,2,Non Veg
130,4,1,Non Veg
130,18,1,Bakery
130,29,3,Non Veg
131,44,2,Non Veg
131,5,1,Non Veg
131,33,3,SeaFood
131,35,2,SeaFood
131,29,3,Non Veg
131,26,2,Drinks
132,20,2,Veg
132,32,3,SeaFood
133,16,1,Drinks
133,38,3,Non Veg
133,46,2,Veg
133,5,1,Non Veg
133,33,4,SeaFood
133,41,2,Veg
134,47,3,Veg
134,30,1,SeaFood
134,12,1,Drinks
134,7,2,Drinks
134,46,1,Veg
135,27,3,Bakery
135,2,4,Non Veg
135,10,3,Drinks
135,33,1,SeaFood
135,36,1,SeaFood
135,18,4,Bakery
135,29,4,Non Veg
136,9,2,Drinks
136,42,4,Non Veg
136,49,4,Non Veg
137,48,1,Bakery
137,28,3,Drinks
137,28,3,Drinks
137,7,4,Drinks
137,15,4,Drinks
137,33,1,SeaFood
137,36,3,SeaFood
137,35,3,SeaFood
138,9,1,Drinks
138,14,4,Drinks
138,10,4,Drinks
138,28,1,Drinks
138,7,1,Drinks
138,20,1,Veg
138,44,4,Non Veg
139,6,1,EggFood
139,28,2,Drinks
140,25,3,Drinks
140,28,1,Drinks
140,15,4,Drinks
140,5,2,Non Veg
140,40,2,Veg
140,41,2,Veg
141,39,3,Non Veg
141,33,3,SeaFood
142,42,2,Non Veg
142,4,1,Non Veg
142,5,1,Non Veg
142,31,1,Non Veg
143,22,4,Veg
143,39,4,Non Veg
143,47,3,Veg
143,3,3,Non Veg
143,44,4,Non Veg
143,5,2,Non Veg
143,26,3,Drinks
144,17,4,Bakery
144,44,4,Non Veg
144,45,1,Non Veg
145,27,3,Bakery
145,19,4,Non Veg
145,9,3,Drinks
145,30,1,SeaFood
145,30,1,SeaFood
145,37,1,Veg
145,5,1,Non Veg
145,31,4,Non Veg
145,1,4,EggFood
146,6,4,EggFood
146,6,1,EggFood
146,39,1,Non Veg
146,9,4,Drinks
146,24,1,Veg
146,32,2,SeaFood
146,45,4,Non Veg
147,10,2,Drinks
147,32,2,SeaFood
147,5,4,Non Veg
147,1,1,EggFood
148,3,2,Non Veg
148,43,1,Veg
148,45,4,Non Veg
148,8,3,Drinks
148,11,3,Drinks
149,47,3,Veg
149,23,4,Veg
149,7,4,Drinks
149,44,1,Non Veg
149,13,1,Drinks
150,39,2,Non Veg
150,21,1,Veg
150,48,2,Bakery
150,23,1,Veg
150,24,4,Veg
150,44,4,Non Veg
150,15,3,Drinks
151,17,4,Bakery
151,42,3,Non Veg
151,46,2,Veg
151,36,2,SeaFood
152,22,4,Veg
153,39,4,Non Veg
153,14,4,Drinks
153,20,4,Veg
154,28,2,Drinks
154,45,3,Non Veg
154,8,3,Drinks
154,18,3,Bakery
155,6,3,EggFood
155,12,4,Drinks
155,44,1,Non Veg
156,6,2,EggFood
156,22,4,Veg
156,3,2,Non Veg
156,42,1,Non Veg
156,10,2,Drinks
156,20,1,Veg
156,15,1,Drinks
156,13,4,Drinks
156,36,4,SeaFood
156,29,3,Non Veg
157,6,1,EggFood
157,2,3,Non Veg
157,20,4,Veg
157,33,1,SeaFood
157,31,2,Non Veg
157,1,4,EggFood
158,28,3,Drinks
158,4,1,Non Veg
159,24,1,Veg
159,5,2,Non Veg
159,41,2,Veg
159,8,1,Drinks
159,26,3,Drinks
159,26,4,Drinks
160,8,2,Drinks
161,21,4,Veg
161,12,3,Drinks
161,4,3,Non Veg
161,20,1,Veg
161,44,2,Non Veg
161,5,2,Non Veg
161,18,2,Bakery
162,32,1,SeaFood
162,32,3,SeaFood
162,1,4,EggFood
163,16,4,Drinks
163,33,2,SeaFood
163,36,3,SeaFood
164,16,3,Drinks
164,14,1,Drinks
165,5,2,Non Veg
165,18,1,Bakery
166,14,1,Drinks
166,48,3,Bakery
166,8,2,Drinks
166,26,1,Drinks
167,3,1,Non Veg
167,37,1,Veg
167,36,4,SeaFood
168,22,4,Veg
168,16,1,Drinks
168,21,1,Veg
168,30,2,SeaFood
168,32,3,SeaFood
168,44,3,Non Veg
169,21,2,Veg
170,22,3,Veg
170,39,2,Non Veg
170,32,4,SeaFood
170,46,2,Veg
170,44,1,Non Veg
170,15,2,Drinks
170,40,3,Veg
171,21,4,Veg
171,23,1,Veg
171,45,3,Non Veg
171,45,4,Non Veg
172,34,3,SeaFood
172,10,1,Drinks
172,10,3,Drinks
172,24,2,Veg
172,20,3,Veg
172,32,3,SeaFood
172,26,2,Drinks
173,6,2,EggFood
173,27,1,Bakery
173,2,1,Non Veg
173,30,1,SeaFood
173,49,1,Non Veg
173,31,1,Non Veg
173,35,2,SeaFood
174,16,3,Drinks
174,9,4,Drinks
174,42,2,Non Veg
174,48,1,Bakery
174,40,4,Veg
174,41,2,Veg
175,6,4,EggFood
175,22,2,Veg
175,22,3,Veg
175,28,1,Drinks
175,12,2,Drinks
175,24,4,Veg
176,42,1,Non Veg
176,28,1,Drinks
176,37,2,Veg
176,7,3,Drinks
176,13,3,Drinks
176,1,1,EggFood
177,27,2,Bakery
177,9,4,Drinks
177,9,3,Drinks
177,7,1,Drinks
177,49,3,Non Veg
177,1,4,EggFood
177,26,1,Drinks
178,14,3,Drinks
178,38,4,Non Veg
178,48,3,Bakery
178,24,4,Veg
178,26,1,Drinks
179,27,1,Bakery
179,21,1,Veg
179,21,3,Veg
179,48,2,Bakery
179,48,4,Bakery
179,2,4,Non Veg
179,10,4,Drinks
179,36,4,SeaFood
179,8,1,Drinks
180,25,3,Drinks
180,20,3,Veg
180,41,4,Veg
181,4,3,Non Veg
181,26,3,Drinks
182,25,4,Drinks
182,10,3,Drinks
182,46,3,Veg
182,41,2,Veg
182,26,1,Drinks
183,22,2,Veg
183,39,3,Non Veg
183,39,2,Non Veg
183,32,4,SeaFood
183,35,2,SeaFood
183,29,3,Non Veg
184,4,1,Non Veg
184,40,2,Veg
184,35,4,SeaFood
185,6,4,EggFood
185,22,2,Veg
185,39,4,Non Veg
185,3,3,Non Veg
185,2,4,Non Veg
185,10,2,Drinks
185,15,3,Drinks
185,40,1,Veg
185,8,1,Drinks
186,6,3,EggFood
186,17,2,Bakery
186,42,4,Non Veg
186,42,4,Non Veg
186,43,4,Veg
186,20,3,Veg
186,44,2,Non Veg
186,15,3,Drinks
187,27,1,Bakery
187,30,1,SeaFood
187,30,4,SeaFood
187,46,4,Veg
188,32,2,SeaFood
188,35,4,SeaFood
189,40,1,Veg
189,8,2,Drinks
189,29,3,Non Veg
189,26,3,Drinks
189,11,1,Drinks
189,11,2,Drinks
190,39,4,Non Veg
190,45,2,Non Veg
190,8,3,Drinks
190,35,4,SeaFood
191,25,3,Drinks
191,16,2,Drinks
191,16,3,Drinks
191,27,1,Bakery
191,24,1,Veg
191,44,4,Non Veg
192,6,2,EggFood
192,12,3,Drinks
192,7,4,Drinks
192,15,2,Drinks
192,1,3,EggFood
193,17,4,Bakery
193,17,4,Bakery
193,3,2,Non Veg
193,23,3,Veg
194,16,3,Drinks
194,38,3,Non Veg
194,2,3,Non Veg
194,43,3,Veg
194,24,2,Veg
194,20,3,Veg
194,15,1,Drinks
195,27,2,Bakery
196,39,4,Non Veg
196,9,4,Drinks
196,48,1,Bakery
196,33,4,SeaFood
197,39,4,Non Veg
197,19,3,Non Veg
197,2,2,Non Veg
197,23,3,Veg
197,45,3,Non Veg
197,8,1,Drinks
198,16,1,Drinks
198,19,1,Non Veg
198,49,4,Non Veg
198,46,3,Veg
198,41,1,Veg
198,31,4,Non Veg
199,39,2,Non Veg
199,40,2,Veg
199,8,4,Drinks
199,31,1,Non Veg
199,11,2,Drinks
200,42,1,Non Veg
200,12,4,Drinks
200,7,2,Drinks
200,33,1,SeaFood
200,41,3,Veg
200,31,2,Non Veg
200,1,4,EggFood
201,25,4,Drinks
201,30,4,SeaFood
201,49,1,Non Veg
201,8,4,Drinks
202,27,4,Bakery
202,19,1,Non Veg
202,34,4,SeaFood
202,4,2,Non Veg
202,1,3,EggFood
202,11,4,Drinks
203,39,3,Non Veg
203,25,4,Drinks
203,19,3,Non Veg
203,3,2,Non Veg
203,48,3,Bakery
203,2,4,Non Veg
203,29,2,Non Veg
204,19,2,Non Veg
204,14,2,Drinks
204,2,4,Non Veg
204,2,3,Non Veg
204,24,2,Veg
204,31,3,Non Veg
205,7,4,Drinks
205,4,2,Non Veg
205,15,1,Drinks
205,29,1,Non Veg
206,48,1,Bakery
206,20,1,Veg
206,31,4,Non Veg
207,25,3,Drinks
207,19,2,Non Veg
207,19,2,Non Veg
207,21,3,Veg
207,43,1,Veg
207,49,2,Non Veg
207,32,2,SeaFood
208,34,2,SeaFood
208,28,3,Drinks
208,7,3,Drinks
208,36,3,SeaFood
208,26,1,Drinks
209,25,4,Drinks
209,19,2,Non Veg
209,38,3,Non Veg
209,10,2,Drinks
210,6,3,EggFood
210,19,1,Non Veg
210,19,1,Non Veg
210,38,2,Non Veg
210,4,2,Non Veg
210,45,2,Non Veg
211,9,4,Drinks
211,23,4,Veg
211,8,2,Drinks
211,1,2,EggFood
212,46,1,Veg
212,45,3,Non Veg
213,6,4,EggFood
213,22,1,Veg
213,20,4,Veg
213,49,2,Non Veg
214,34,4,SeaFood
214,28,2,Drinks
214,7,2,Drinks
214,32,1,SeaFood
214,13,4,Drinks
215,47,3,Veg
216,19,3,Non Veg
216,44,2,Non Veg
216,13,2,Drinks
216,31,3,Non Veg
216,35,2,SeaFood
216,11,3,Drinks
217,25,1,Drinks
217,25,4,Drinks
217,19,4,Non Veg
217,10,2,Drinks
218,34,3,SeaFood
218,28,3,Drinks
218,44,3,Non Veg
219,22,1,Veg
219,25,4,Drinks
219,16,4,Drinks
219,38,1,Non Veg
219,32,3,SeaFood
219,41,3,Veg
219,8,1,Drinks
219,29,4,Non Veg
220,6,4,EggFood
220,34,4,SeaFood
220,14,2,Drinks
220,15,1,Drinks
221,47,3,Veg
221,48,1,Bakery
221,4,3,Non Veg
221,13,2,Drinks
221,11,3,Drinks
222,25,4,Drinks
222,47,2,Veg
222,21,1,Veg
222,24,3,Veg
223,27,3,Bakery
223,17,4,Bakery
223,2,3,Non Veg
223,32,3,SeaFood
223,15,4,Drinks
223,35,3,SeaFood
223,35,1,SeaFood
223,1,2,EggFood
224,28,3,Drinks
224,18,2,Bakery
225,19,4,Non Veg
225,42,1,Non Veg
225,49,3,Non Veg
225,46,4,Veg
225,5,3,Non Veg
225,45,4,Non Veg
225,18,3,Bakery
226,10,3,Drinks
226,33,4,SeaFood
226,45,4,Non Veg
227,27,1,Bakery
227,10,2,Drinks
227,46,2,Veg
227,46,3,Veg
228,39,2,Non Veg
228,21,4,Veg
228,49,2,Non Veg
228,36,3,SeaFood
229,39,2,Non Veg
229,49,3,Non Veg
229,31,1,Non Veg
230,22,1,Veg
230,14,1,Drinks
230,23,3,Veg
230,41,4,Veg
230,29,1,Non Veg
231,38,1,Non Veg
231,48,1,Bakery
231,48,4,Bakery
231,12,3,Drinks
231,44,2,Non Veg
231,15,4,Drinks
231,33,1,SeaFood
232,27,3,Bakery
232,24,1,Veg
233,25,1,Drinks
233,9,1,Drinks
233,42,2,Non Veg
233,30,3,SeaFood
233,24,1,Veg
233,20,3,Veg
233,26,2,Drinks
234,22,1,Veg
234,4,2,Non Veg
234,31,1,Non Veg
235,25,4,Drinks
235,17,1,Bakery
235,9,4,Drinks
235,21,3,Veg
235,2,3,Non Veg
235,43,4,Veg
235,43,3,Veg
235,28,4,Drinks
235,12,3,Drinks
235,33,1,SeaFood
235,1,1,EggFood
236,10,4,Drinks
236,24,3,Veg
236,1,1,EggFood
237,23,4,Veg
237,12,1,Drinks
237,1,1,EggFood
238,16,4,Drinks
238,43,1,Veg
238,15,2,Drinks
238,40,3,Veg
239,25,4,Drinks
239,27,3,Bakery
239,21,2,Veg
239,30,4,SeaFood
239,1,2,EggFood
240,46,2,Veg
240,44,3,Non Veg
240,45,3,Non Veg
241,9,2,Drinks
241,34,2,SeaFood
241,45,2,Non Veg
242,27,3,Bakery
242,17,4,Bakery
242,38,3,Non Veg
242,10,3,Drinks
242,7,2,Drinks
242,7,2,Drinks
242,24,3,Veg
242,46,3,Veg
242,26,4,Drinks
243,19,3,Non Veg
244,16,2,Drinks
244,19,1,Non Veg
244,34,1,SeaFood
244,21,3,Veg
244,4,4,Non Veg
244,20,2,Veg
244,5,1,Non Veg
244,33,2,SeaFood
245,16,3,Drinks
245,28,2,Drinks
245,31,4,Non Veg
245,35,1,SeaFood
246,20,4,Veg
246,41,1,Veg
246,36,4,SeaFood
246,18,1,Bakery
247,14,1,Drinks
247,2,2,Non Veg
247,2,4,Non Veg
247,49,4,Non Veg
247,41,3,Veg
247,29,1,Non Veg
247,11,3,Drinks
248,3,2,Non Veg
248,28,3,Drinks
248,37,1,Veg
248,46,2,Veg
248,5,2,Non Veg
248,8,1,Drinks
249,19,4,Non Veg
249,23,3,Veg
249,23,3,Veg
249,20,1,Veg
250,17,2,Bakery
250,21,2,Veg
250,33,2,SeaFood
250,13,1,Drinks
250,31,3,Non Veg
250,18,4,Bakery
251,28,3,Drinks
